"","Row","Column","Block","Population","Family","Replicate","Filter_paper_and_tube_weight_mg","Date_paper_and_tube_measured","Date_latex_collected","Surveyor","Latex_not_collected","Latex_and_filter_paper_and_tube_weight_mg","Latex_weight_mg"
"754",21,17,"3","42","2","3",1067.0845,"8/12/2020","8/13/2020","Sophie",NA,1069.73,2.6455
"755",21,19,"3","47","5","5",1078.6679,"8/12/2020","8/13/2020","Sophie",NA,1085.48,6.8121
"756",21,20,"3","77","4","1",1061.2784,"8/12/2020","8/13/2020","Sophie",NA,1066.43,5.1516
"757",21,21,"3","30","3","4",1066.177,"8/12/2020","8/13/2020","Sophie",NA,1071.34,5.163
"758",21,22,"3","6","5","1",1071.3634,"8/12/2020","8/13/2020","Sophie",NA,1075.09,3.7266
"759",21,23,"3","18","4","1",1078.6442,"8/12/2020","8/13/2020","Sophie",NA,1086,7.3558
"760",21,24,"3","35","5","4",1059.4304,"8/12/2020","8/13/2020","Sophie",NA,1064.06,4.6296
"761",21,26,"4","30","5","5",1061.4794,"8/12/2020","8/13/2020","Sophie",NA,1065.7,4.2206
"762",21,27,"4","18","2","2",1065.6438,"8/12/2020","8/13/2020","Sophie",NA,1071.02,5.3762
"763",21,28,"4","8","2","3",1065.43,"8/12/2020","8/13/2020","Sophie",NA,1068.5,3.07
"764",21,29,"4","68","2","1",1059.515,"8/12/2020","8/13/2020","Sophie",NA,1063.64,4.125
"765",21,30,"4","6","4","1",1064.354,"8/12/2020","8/13/2020","Sophie",NA,1071.77,7.416
"766",21,32,"4","39","4","3",1064.1568,"8/12/2020","8/13/2020","Sophie",NA,1075.94,11.7832
"767",21,34,"4","7","1","4",1062.8451,"8/12/2020","8/13/2020","Sophie",NA,1069.56,6.7149
"768",21,35,"4","19","5","4",1070.8996,"8/12/2020","8/13/2020","Sophie",NA,1076.34,5.4404
"769",21,36,"4","27","3","5",1068.3141,"8/12/2020","8/13/2020","Sophie",NA,1076.59,8.2759
"770",21,37,"4","23","1","3",1063.7963,"8/12/2020","8/13/2020","Sophie",NA,1076.54,12.7437
"771",21,38,"4","3","3","3",1062.868,"8/12/2020","8/13/2020","Sophie",NA,1070.47,7.602
"772",21,39,"4","40","4","4",1082.7849,"8/12/2020","8/13/2020","Sophie",NA,1085.52,2.7351
"773",21,41,"4","12","3","3",1059.776,"8/12/2020","8/13/2020","Sophie",NA,1066.45,6.674
"774",21,42,"4","31","2","5",1079.5401,"8/12/2020","8/13/2020","Sophie",NA,1079.78,0.2399
"775",21,43,"4","3","4","2",1057.7779,"8/12/2020","8/13/2020","Sophie",NA,1070.39,12.6121
"776",21,44,"4","56","2","5",1079.3767,"8/12/2020","8/13/2020","Sophie",NA,1087.48,8.1033
"777",21,45,"4","11","3","3",1072.983,"8/12/2020","8/13/2020","Sophie",NA,1077.12,4.137
