1,2,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,3,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,4,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,5,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,6,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,7,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,8,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,9,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,10,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,11,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,12,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
13,43,4,1,3,1,6/17/2019,,no,no,43,79,79,,,,,,,,Sophie,Sophie,yes,1
13,44,4,27,3,2,6/17/2019,,no,no,14,62,62,,,,,,,,Sophie,Sophie,yes,1
13,45,4,19,5,1,6/17/2019,,no,no,119,165,126,7,32,,,,,,Sophie,Sophie,yes,1
13,46,4,68,1,2,6/17/2019,,no,no,51,200,46,66,80,8,,,,,Sophie,Sophie,yes,1
14,1,3,57,2,3,6/16/2019,,no,no,33,93,57,36,,,,,,,Sophie,Sophie,yes,1
14,2,3,21,4,5,6/16/2019,,no,no,59,170,45,40,85,,,,,,Sophie,Sophie,no,0
14,3,3,21,1,3,6/16/2019,,no,no,85,174,78,96,,,,,,,Sophie,Sophie,yes,1
14,4,3,11,1,4,6/16/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
14,5,3,41,2,1,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
14,6,3,4,1,5,6/16/2019,,no,no,20,60,60,,,,,,,,Sophie,Sophie,yes,1
14,7,3,21,1,4,6/16/2019,,no,no,55,136,69,20,47,,,,,,Sophie,Sophie,yes,1
14,8,3,7,1,5,6/16/2019,,no,no,26,65,15,50,,,,,,,Sophie,Sophie,yes,1
14,9,3,19,3,4,6/16/2019,,maybe,no,0,9,9,,,,,,,,Sophie,Sophie,no,0
14,10,3,57,3,1,6/16/2019,,no,no,47,138,58,63,12,2,3,,,,Sophie,Sophie,yes,1
14,11,3,74,2,4,6/16/2019,,no,no,27,51,17,34,,,,,,,Sophie,Sophie,yes,1
14,12,3,35,3,1,6/16/2019,,no,no,29,71,71,,,,,,,,Sophie,Sophie,yes,1
14,13,3,29,2,1,6/16/2019,,no,no,4,20,20,,,,,,,,Sophie,Sophie,no,0
14,14,3,13,2,4,6/16/2019,,no,no,25,59,20,39,,,,,,,Sophie,Sophie,yes,1
14,15,3,77,5,4,6/16/2019,,no,no,37,96,51,45,,,,,,,Sophie,Sophie,no,0
14,16,3,35,2,5,6/16/2019,,maybe,no,0,20,20,,,,,,,,Sophie,Sophie,yes,1
14,17,3,47,3,2,6/16/2019,,no,no,7,7,7,,,,,,,,Sophie,Sophie,no,0
14,18,3,62,4,3,6/16/2019,,no,no,48,86,65,15,6,,,,,,Sophie,Sophie,yes,1
14,19,3,30,4,2,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
14,20,3,31,4,3,6/16/2019,,no,yes,5,0,,,,,,,,,Sophie,Sophie,yes,1
14,21,3,46,4,2,6/16/2019,,no,no,19,4,2,2,,,,,,,Sophie,Sophie,yes,1
14,22,3,49,3,3,6/16/2019,,no,no,39,59,35,10,10,4,,,,,Sophie,Sophie,yes,1
14,23,3,49,4,1,6/16/2019,,no,no,32,59,59,,,,,,,,Sophie,Sophie,yes,1
14,24,3,31,4,4,6/16/2019,,no,no,21,53,15,8,10,20,,,,,Sophie,Sophie,yes,1
14,25,3,40,4,2,6/16/2019,,no,no,14,35,35,,,,,,,,Sophie,Sophie,no,0
14,26,4,13,2,5,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,yes,1
14,27,4,6,5,2,6/17/2019,,no,no,89,183,47,65,45,26,,,,,Sophie,Sophie,no,0
14,28,4,46,5,2,6/17/2019,,no,no,15,56,43,13,,,,,,,Sophie,Sophie,no,0
14,29,4,19,1,2,6/17/2019,,no,no,44,171,28,80,43,20,,,,,Sophie,Sophie,yes,1
14,30,4,47,2,1,6/17/2019,,maybe,no,0,4,4,,,,,,,,Sophie,Sophie,no,0
14,31,4,2,1,3,6/17/2019,,no,no,28,110,110,,,,,,,,Sophie,Sophie,no,0
14,32,4,12,2,3,6/17/2019,,no,no,83,170,21,67,82,,,,,,Sophie,Sophie,no,0
14,33,4,13,3,5,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
14,34,4,5,4,3,6/17/2019,,no,no,108,147,81,31,35,,,,,,Sophie,Sophie,no,0
14,35,4,79,2,4,6/17/2019,,no,no,33,23,8,7,3,3,2,,,,Sophie,Sophie,yes,1
14,36,4,41,2,2,6/17/2019,,no,no,9,16,6,10,,,,,,,Sophie,Sophie,yes,1
14,37,4,35,4,2,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,,0
14,38,4,17,1,5,6/17/2019,,no,no,60,95,28,67,,,,,,,Sophie,Sophie,no,0
14,39,4,13,2,1,6/17/2019,,no,no,18,48,43,3,2,,,,,,Sophie,Sophie,yes,1
14,40,4,12,4,2,6/17/2019,slightly diseased/evidence of herbivory,no,no,45,105,73,32,,,,,,,Sophie,Sophie,no,0
14,41,4,19,2,4,6/17/2019,,maybe,yes,5,0,,,,,,,,,Sophie,Sophie,yes,1
14,42,4,39,1,5,6/17/2019,,no,no,33,71,71,,,,,,,,Sophie,Sophie,no,0
14,43,4,41,1,2,6/17/2019,,no,no,73,149,71,63,15,,,,,,Sophie,Sophie,no,0
14,44,4,20,2,1,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,yes,1
14,45,4,5,1,5,6/17/2019,,no,no,83,135,51,62,22,,,,,,Sophie,Sophie,yes,1
14,46,4,35,5,1,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
15,1,3,4,5,4,6/16/2019,,no,no,47,139,65,74,,,,,,,Sophie,Sophie,no,0
15,2,3,29,3,4,6/16/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
15,3,3,41,1,3,6/16/2019,,no,no,22,47,36,11,,,,,,,Sophie,Sophie,yes,1
15,4,3,27,4,2,6/16/2019,,no,yes,8,0,,,,,,,,,Sophie,Sophie,yes,1
15,5,3,46,4,3,6/16/2019,,no,no,56,110,72,38,,,,,,,Sophie,Sophie,yes,1
15,6,3,31,2,3,6/16/2019,,no,yes,6,0,,,,,,,,,Sophie,Sophie,yes,1
15,7,3,17,4,3,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
15,8,3,57,2,4,6/16/2019,,no,no,81,295,118,80,97,,,,,,Sophie,Sophie,no,0
15,9,3,18,3,3,6/16/2019,,no,no,42,77,39,28,10,,,,,,Sophie,Sophie,yes,1
15,10,3,8,3,2,6/16/2019,,no,yes,10,0,,,,,,,,,Sophie,Sophie,yes,1
15,11,3,68,2,2,6/16/2019,,no,yes,4,0,,,,,,,,,Sophie,Sophie,yes,1
15,12,3,68,4,2,6/16/2019,,no,no,5,15,15,,,,,,,,Sophie,Sophie,no,0
15,13,3,27,3,4,6/16/2019,,no,no,54,117,117,,,,,,,,Sophie,Sophie,no,0
15,14,3,17,3,3,6/16/2019,,no,no,33,49,49,,,,,,,,Sophie,Sophie,no,0
15,15,3,14,3,3,6/16/2019,,no,no,20,58,58,,,,,,,,Sophie,Sophie,no,0
15,16,3,1,5,5,6/16/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
15,17,3,57,3,4,6/16/2019,,no,no,60,164,63,63,38,,,,,,Sophie,Sophie,no,0
15,18,3,21,2,1,6/16/2019,,no,no,18,52,52,,,,,,,,Sophie,Sophie,no,0
15,19,3,20,3,4,6/16/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
15,20,3,27,3,1,6/16/2019,,no,no,1,7,5,2,,,,,,,Sophie,Sophie,no,0
15,21,3,67,2,4,6/16/2019,,no,no,1,12,8,4,,,,,,,Sophie,Sophie,no,0
15,22,3,7,4,1,6/16/2019,,no,no,6,2,2,,,,,,,,Sophie,Sophie,no,0
15,23,3,27,5,4,6/16/2019,,no,no,32,71,71,,,,,,,,Sophie,Sophie,no,0
15,24,3,68,3,1,6/16/2019,,no,no,44,90,90,,,,,,,,Sophie,Sophie,no,0
15,25,3,74,1,2,6/16/2019,,no,no,25,90,90,,,,,,,,Sophie,Sophie,no,0
15,26,4,29,3,1,6/17/2019,,no,no,19,32,32,,,,,,,,Sophie,Sophie,no,0
15,27,4,29,2,4,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
15,28,4,15,3,3,6/17/2019,,no,yes,5,0,,,,,,,,,Sophie,Sophie,yes,1
15,29,4,14,2,5,6/17/2019,,no,no,39,43,43,,,,,,,,Sophie,Sophie,no,0
15,30,4,31,3,5,6/17/2019,,no,no,6,16,16,,,,,,,,Sophie,Sophie,no,0
15,31,4,69,1,1,6/17/2019,,maybe,yes,2,0,,,,,,,,,Sophie,Sophie,yes,1
15,32,4,77,2,3,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
15,33,4,4,5,1,6/17/2019,,no,no,55,133,83,28,22,,,,,,Sophie,Sophie,no,0
15,34,4,11,3,4,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
15,35,4,57,4,1,6/17/2019,,no,no,59,120,52,68,,,,,,,Sophie,Sophie,no,0
15,36,4,72,4,2,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
15,37,4,5,1,1,6/17/2019,,no,no,79,119,21,94,4,,,,,,Sophie,Sophie,no,0
15,38,4,56,4,5,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
15,39,4,40,2,5,6/17/2019,,no,no,25,121,76,45,,,,,,,Sophie,Sophie,no,0
15,40,4,9,1,1,6/17/2019,,no,no,33,75,75,,,,,,,,Sophie,Sophie,no,0
15,41,4,40,3,3,6/17/2019,,no,no,28,77,54,23,,,,,,,Sophie,Sophie,no,0
15,42,4,3,3,4,6/17/2019,,no,no,22,61,61,,,,,,,,Sophie,Sophie,no,0
15,43,4,20,5,2,6/17/2019,,no,no,75,108,91,17,,,,,,,Sophie,Sophie,no,0
15,44,4,3,2,1,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
15,45,4,41,4,5,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
15,46,4,18,4,5,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
16,1,3,15,4,2,6/16/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
16,2,3,57,4,2,6/16/2019,,no,no,17,9,9,,,,,,,,Sophie,Sophie,no,0
16,3,3,27,1,1,6/16/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
16,4,3,77,2,1,6/16/2019,,no,no,14,63,63,,,,,,,,Sophie,Sophie,no,0
16,5,3,29,4,4,6/16/2019,,no,no,2,24,24,,,,,,,,Sophie,Sophie,no,0
16,6,3,21,3,2,6/16/2019,,no,no,0,107,82,18,7,,,,,,Sophie,Sophie,no,0
16,7,3,31,1,2,6/16/2019,,no,no,23,64,64,,,,,,,,Sophie,Sophie,no,0
16,8,3,36,5,1,6/16/2019,,no,no,12,150,64,86,,,,,,,Sophie,Sophie,no,0
16,9,3,21,4,2,6/16/2019,,no,no,28,94,94,,,,,,,,Sophie,Sophie,no,0
16,10,3,15,5,3,6/16/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
16,11,3,46,4,4,6/16/2019,,no,no,12,106,34,72,,,,,,,Sophie,Sophie,no,0
16,12,3,5,2,1,6/16/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
16,13,3,41,1,2,6/16/2019,,no,no,14,14,10,4,,,,,,,Sophie,Sophie,yes,1
16,14,3,49,2,2,6/16/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
16,15,3,67,5,4,6/16/2019,,no,no,54,95,82,13,,,,,,,Sophie,Sophie,no,0
16,16,3,7,5,4,6/16/2019,,no,no,66,210,89,121,,,,,,,Sophie,Sophie,no,0
16,17,3,5,4,5,6/16/2019,,no,no,33,74,74,,,,,,,,Sophie,Sophie,no,0
16,18,3,4,5,5,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
16,19,3,68,5,1,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
16,20,3,4,2,3,6/16/2019,,no,no,11,51,45,6,,,,,,,Sophie,Sophie,no,0
16,21,3,61,4,2,6/16/2019,,no,no,3,23,23,,,,,,,,Sophie,Sophie,no,0
16,22,3,39,4,4,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
16,23,3,1,5,3,6/16/2019,,no,no,96,238,50,104,54,30,,,,,Sophie,Sophie,yes,1
16,24,3,2,3,2,6/16/2019,,no,no,31,113,33,30,50,,,,,,Sophie,Sophie,yes,1
16,25,3,19,1,3,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
16,26,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,Sophie,Sophie,,0
16,27,4,27,1,2,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
16,28,4,2,4,2,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
16,29,4,30,2,5,6/17/2019,,no,no,28,54,46,8,,,,,,,Sophie,Sophie,no,0
16,30,4,19,1,4,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
16,31,4,39,1,4,6/17/2019,,no,no,18,35,35,,,,,,,,Sophie,Sophie,yes,1
16,32,4,79,5,5,6/17/2019,,no,no,20,76,64,4,6,2,,,,,Sophie,Sophie,yes,1
16,33,4,18,2,5,6/17/2019,,no,no,110,242,109,120,13,,,,,,Sophie,Sophie,no,0
16,34,4,31,2,4,6/17/2019,,no,no,10,39,29,10,,,,,,,Sophie,Sophie,yes,1
16,35,4,67,1,1,6/17/2019,,no,no,5,44,44,,,,,,,,Sophie,Sophie,no,0
16,36,4,45,1,5,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
16,37,4,3,3,1,6/17/2019,,no,no,10,25,19,3,3,,,,,,Sophie,Sophie,no,0
16,38,4,79,2,3,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
16,39,4,68,3,2,6/17/2019,,no,no,86,139,20,119,,,,,,,Sophie,Sophie,no,0
16,40,4,39,1,2,6/17/2019,,no,no,10,44,22,11,11,,,,,,Sophie,Sophie,no,0
16,41,4,2,4,1,6/17/2019,,no,no,58,163,95,26,42,,,,,,Sophie,Sophie,no,0
16,42,4,20,5,3,6/17/2019,,no,no,44,134,52,82,,,,,,,Sophie,Sophie,no,0
16,43,4,3,2,3,6/17/2019,,no,no,28,98,43,55,,,,,,,Sophie,Sophie,no,0
16,44,4,18,3,5,6/17/2019,,no,no,55,130,90,40,,,,,,,Sophie,Sophie,no,0
16,45,4,42,1,5,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
16,46,4,12,3,5,6/17/2019,,no,no,35,95,20,75,,,,,,,Sophie,Sophie,no,0
17,1,3,6,4,3,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
17,2,3,8,2,1,6/16/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
17,3,3,62,5,1,6/16/2019,,no,no,17,55,38,6,7,4,,,,,Sophie,Sophie,yes,1
17,4,3,12,5,5,6/16/2019,,no,no,7,53,33,20,,,,,,,Sophie,Sophie,yes,1
17,5,3,8,1,3,6/16/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
17,6,3,79,5,4,6/16/2019,,no,no,14,81,76,5,,,,,,,Sophie,Sophie,no,0
17,7,3,3,4,5,6/16/2019,,no,no,25,53,19,34,,,,,,,Sophie,Sophie,no,0
17,8,3,46,3,4,6/16/2019,,no,no,8,35,35,,,,,,,,Sophie,Sophie,yes,1
17,9,3,79,1,5,6/16/2019,,no,no,2,6,6,,,,,,,,Sophie,Sophie,yes,1
17,10,3,39,4,5,6/16/2019,,no,no,88,161,35,126,,,,,,,Sophie,Sophie,yes,1
17,11,3,69,2,3,6/16/2019,,no,no,60,121,25,96,,,,,,,Sophie,Sophie,no,0
17,12,3,67,4,4,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
17,13,3,11,2,1,6/16/2019,,no,no,68,155,77,37,13,15,13,,,,Sophie,Sophie,yes,1
17,14,3,13,5,1,6/16/2019,,no,no,30,113,49,64,,,,,,,Sophie,Sophie,no,0
17,15,3,54,1,5,6/16/2019,,no,no,33,94,94,,,,,,,,Sophie,Sophie,no,0
17,16,3,40,2,1,6/16/2019,,no,no,63,105,105,,,,,,,,Sophie,Sophie,no,0
17,17,3,12,2,5,6/16/2019,,no,no,20,73,73,,,,,,,,Sophie,Sophie,no,0
17,18,3,15,4,5,6/16/2019,,no,no,35,72,31,41,,,,,,,Sophie,Sophie,no,0
17,19,3,77,5,2,6/16/2019,,no,no,95,210,79,131,,,,,,,Sophie,Sophie,no,0
17,20,3,40,1,1,6/16/2019,,no,no,30,65,65,,,,,,,,Sophie,Sophie,no,0
17,21,3,69,1,5,6/16/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
17,22,3,67,3,1,6/16/2019,,no,no,9,31,31,,,,,,,,Sophie,Sophie,no,0
17,23,3,36,4,5,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
17,24,3,16,1,3,6/16/2019,,no,no,43,105,105,,,,,,,,Sophie,Sophie,no,0
17,25,3,13,1,1,6/16/2019,,no,no,58,144,84,60,,,,,,,Sophie,Sophie,yes,1
17,26,4,18,1,5,6/17/2019,,no,no,90,210,28,88,94,,,,,,Sophie,Sophie,yes,1
17,27,4,61,3,2,6/17/2019,,no,no,73,133,16,57,60,,,,,,Sophie,Sophie,no,0
17,28,4,12,4,3,6/17/2019,,no,no,44,80,5,75,,,,,,,Sophie,Sophie,no,0
17,29,4,5,5,1,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
17,30,4,49,2,5,6/17/2019,,no,no,22,58,58,,,,,,,,Sophie,Sophie,no,0
17,31,4,74,1,1,6/17/2019,,maybe,no,0,42,42,,,,,,,,Sophie,Sophie,no,0
17,32,4,36,4,3,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
17,33,4,67,3,4,6/17/2019,,no,yes,5,0,,,,,,,,,Sophie,Sophie,no,0
17,34,4,15,1,3,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
17,35,4,5,3,4,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
17,36,4,16,3,2,6/17/2019,,no,no,82,169,110,59,,,,,,,Sophie,Sophie,no,0
17,37,4,7,2,5,6/17/2019,,no,no,44,65,65,,,,,,,,Sophie,Sophie,no,0
17,38,4,26,1,5,6/17/2019,,no,no,3,15,15,,,,,,,,Sophie,Sophie,no,0
17,39,4,57,3,3,6/17/2019,,no,no,73,110,60,50,,,,,,,Sophie,Sophie,no,0
17,40,4,68,2,4,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
17,41,4,19,2,3,6/17/2019,,no,no,24,40,40,,,,,,,,Sophie,Sophie,no,0
17,42,4,61,5,4,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
17,43,4,30,3,2,6/17/2019,,no,no,55,187,24,71,92,,,,,,Sophie,Sophie,no,0
17,44,4,5,4,2,6/17/2019,,no,no,40,78,21,57,,,,,,,Sophie,Sophie,no,0
17,45,4,27,5,5,6/17/2019,,no,no,42,106,21,30,55,,,,,,Sophie,Sophie,no,0
17,46,4,1,4,4,6/17/2019,,no,no,48,121,50,71,,,,,,,Sophie,Sophie,no,0
18,1,3,5,1,2,6/16/2019,,no,yes,3,0,,,,,,,,,Sophie,Sophie,no,0
18,2,3,39,2,3,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
18,3,3,61,1,4,6/16/2019,,no,no,5,12,12,,,,,,,,Sophie,Sophie,no,0
18,4,3,64,5,4,6/16/2019,,no,no,19,100,57,33,10,,,,,,Sophie,Sophie,no,0
18,5,3,46,4,5,6/16/2019,,no,no,24,111,24,23,64,,,,,,Sophie,Sophie,no,0
18,6,3,2,3,3,6/16/2019,,no,no,28,27,9,6,5,4,3,,,,Sophie,Sophie,no,0
18,7,3,17,2,2,6/16/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
18,8,3,68,1,3,6/16/2019,,no,no,17,135,119,16,,,,,,,Sophie,Sophie,no,0
18,9,3,4,4,3,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
18,10,3,3,5,2,6/16/2019,,maybe,no,0,41,10,7,12,5,7,,,,Sophie,Sophie,no,0
18,11,3,18,3,2,6/16/2019,,maybe,no,0,27,16,8,3,,,,,,Sophie,Sophie,no,0
18,12,3,56,3,2,6/16/2019,,no,no,35,33,33,,,,,,,,Sophie,Sophie,yes,1
18,13,3,42,1,3,6/16/2019,looks diseased,no,no,16,35,26,9,,,,,,,Sophie,Sophie,no,0
18,14,3,62,5,4,6/16/2019,,no,yes,8,0,,,,,,,,,Sophie,Sophie,yes,1
18,15,3,14,3,4,6/16/2019,,no,no,54,70,56,14,,,,,,,Sophie,Sophie,yes,1
18,16,3,28,4,2,6/16/2019,,no,no,39,150,41,31,36,26,16,,,,Sophie,Sophie,yes,1
18,17,3,11,1,5,6/16/2019,,no,no,66,172,81,41,50,,,,,,Sophie,Sophie,yes,1
18,18,3,49,3,2,6/16/2019,,no,no,50,115,45,5,35,30,,,,,Sophie,Sophie,yes,1
18,19,3,7,4,5,6/16/2019,,no,no,21,18,4,8,3,3,,,,,Sophie,Sophie,yes,1
18,20,3,15,1,1,6/16/2019,,no,no,39,180,58,111,11,,,,,,Sophie,Sophie,no,0
18,21,3,69,1,3,6/16/2019,,no,yes,2,0,,,,,,,,,Sophie,Sophie,yes,1
18,22,3,74,5,3,6/16/2019,,no,no,96,236,100,98,32,6,,,,,Sophie,Sophie,yes,1
18,23,3,47,3,4,6/16/2019,,no,no,32,14,14,,,,,,,,Sophie,Sophie,yes,1
18,24,3,62,3,2,6/16/2019,,no,no,15,22,16,2,4,,,,,,Sophie,Sophie,yes,1
18,25,3,39,1,3,6/16/2019,,no,no,114,189,2,2,3,16,42,29,44,51,Sophie,Sophie,yes,1
18,26,4,36,5,5,6/17/2019,,nothing there,no,0,39,39,,,,,,,,Sophie,Sophie,,0
18,27,4,6,3,2,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
18,28,4,39,1,1,6/17/2019,,no,no,30,74,74,,,,,,,,Sophie,Sophie,no,0
18,29,4,20,1,1,6/17/2019,,no,no,14,55,55,,,,,,,,Sophie,Sophie,no,0
18,30,4,21,1,5,6/17/2019,,no,no,19,64,7,57,,,,,,,Sophie,Sophie,no,0
18,31,4,64,1,5,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
18,32,4,5,3,3,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
18,33,4,18,5,4,6/17/2019,,no,no,25,31,31,,,,,,,,Sophie,Sophie,yes,1
18,34,4,21,1,1,6/17/2019,,no,no,8,25,25,,,,,,,,Sophie,Sophie,no,0
18,35,4,6,5,5,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
18,36,4,35,2,3,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
18,37,4,69,2,5,6/17/2019,,no,no,111,318,9,65,56,80,62,46,,,Sophie,Sophie,yes,1
18,38,4,31,4,1,6/17/2019,,no,no,144,245,70,34,76,55,5,5,,,Sophie,Sophie,yes,1
18,39,4,30,3,5,6/17/2019,,no,no,15,43,43,,,,,,,,Sophie,Sophie,no,0
18,40,4,46,2,1,6/17/2019,,no,no,35,79,79,,,,,,,,Sophie,Sophie,no,0
18,41,4,3,5,5,6/17/2019,,no,no,17,83,83,,,,,,,,Sophie,Sophie,no,0
18,42,4,18,2,3,6/17/2019,,no,no,68,153,43,45,65,,,,,,Sophie,Sophie,no,0
18,43,4,40,5,4,6/17/2019,,no,no,50,144,89,55,,,,,,,Sophie,Sophie,no,0
