1,2,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,3,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,4,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,5,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,6,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,7,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,8,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,9,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,10,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,11,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,12,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
17,17,3,12,2,5,0,1084.8143,8/12/2020,8/15/2020,Sophie,,1091.77,6.9557
17,18,3,15,4,5,0,1081.8012,8/12/2020,8/15/2020,Sophie,1,NA,NA
17,19,3,77,5,2,0,1072.002,8/12/2020,8/15/2020,Sophie,,1084.03,12.028
17,20,3,40,1,1,0,1068.594,8/12/2020,8/15/2020,Sophie,,1076.73,8.136
17,21,3,69,1,5,1,,,,,,NA,NA
17,22,3,67,3,1,0,1066.3543,8/12/2020,8/15/2020,Sophie,,1068.3,1.9457
17,23,3,36,4,5,1,,,,,,NA,NA
17,24,3,16,1,3,0,1078.5409,8/12/2020,8/14/2020,Sophie,,,-1078.5409
17,25,3,13,1,1,0,1059.6848,8/12/2020,8/14/2020,Sophie,,,-1059.6848
17,26,4,18,1,5,0,1068.7949,8/12/2020,8/14/2020,Sophie,,,-1068.7949
17,27,4,61,3,2,0,1061.1336,8/12/2020,8/14/2020,Sophie,,,-1061.1336
17,28,4,12,4,3,0,1057.4862,8/12/2020,8/14/2020,Sophie,,,-1057.4862
17,29,4,5,5,1,0,1058.2905,8/12/2020,8/14/2020,Sophie,,,-1058.2905
17,30,4,49,2,5,0,1082.6309,8/12/2020,8/14/2020,Sophie,,,-1082.6309
17,31,4,74,1,1,0,1062.1788,8/12/2020,8/14/2020,Sophie,1,NA,NA
17,32,4,36,4,3,0,1072.739,8/12/2020,8/14/2020,Sophie,,,-1072.739
17,33,4,67,3,4,0,1071.1836,8/12/2020,8/14/2020,Sophie,,,-1071.1836
17,34,4,15,1,3,1,,,,,,NA,NA
17,35,4,5,3,4,1,,,,,,NA,NA
17,36,4,16,3,2,0,1069.4404,8/12/2020,8/14/2020,Sophie,,,-1069.4404
17,37,4,7,2,5,1,,,,,,NA,NA
17,38,4,26,1,5,0,1067.1756,8/12/2020,8/14/2020,Sophie,1,NA,NA
17,39,4,57,3,3,1,,,,,,NA,NA
17,40,4,68,2,4,1,,,,,,NA,NA
17,41,4,19,2,3,0,1065.5648,8/12/2020,8/14/2020,Sophie,,,-1065.5648
17,42,4,61,5,4,1,,,,,,NA,NA
17,43,4,30,3,2,0,1079.5071,8/12/2020,8/14/2020,Sophie,1,NA,NA
17,44,4,5,4,2,0,1069.8312,8/12/2020,8/14/2020,Sophie,1,NA,NA
17,45,4,27,5,5,0,1085.5594,8/12/2020,8/14/2020,Sophie,,,-1085.5594
17,46,4,1,4,4,0,1077.5324,8/12/2020,8/14/2020,Sophie,,,-1077.5324
18,1,3,5,1,2,0,1066.9615,8/12/2020,8/14/2020,Sophie,,,-1066.9615
18,2,3,39,2,3,0,1067.7524,8/12/2020,8/14/2020,Sophie,,,-1067.7524
18,3,3,61,1,4,0,1071.8538,8/12/2020,8/14/2020,Sophie,,,-1071.8538
18,4,3,64,5,4,0,1067.8594,8/12/2020,8/14/2020,Sophie,,,-1067.8594
18,5,3,46,4,5,0,1070.1912,8/12/2020,8/14/2020,Sophie,,,-1070.1912
18,6,3,2,3,3,0,1066.4013,8/12/2020,8/14/2020,Sophie,,,-1066.4013
18,7,3,17,2,2,1,,,,,,NA,NA
18,8,3,68,1,3,0,1071.6009,8/12/2020,8/14/2020,Sophie,,,-1071.6009
18,9,3,4,4,3,0,1079.0224,8/12/2020,8/14/2020,Sophie,,,-1079.0224
18,10,3,3,5,2,0,1071.392,8/12/2020,8/14/2020,Sophie,,,-1071.392
18,11,3,18,3,2,0,1071.7208,8/12/2020,8/14/2020,Sophie,,,-1071.7208
18,12,3,56,3,2,0,1073.1259,8/12/2020,8/14/2020,Sophie,,,-1073.1259
18,13,3,42,1,3,0,1060.9912,8/12/2020,8/14/2020,Sophie,,,-1060.9912
18,14,3,62,5,4,0,1059.065,8/12/2020,8/14/2020,Sophie,,,-1059.065
18,15,3,14,3,4,0,1065.8346,8/12/2020,8/14/2020,Sophie,,,-1065.8346
18,16,3,28,4,2,0,1062.8855,8/12/2020,8/14/2020,Sophie,,,-1062.8855
18,17,3,11,1,5,0,1060.7322,8/12/2020,8/14/2020,Sophie,,,-1060.7322
18,18,3,49,3,2,0,1069.9508,8/12/2020,8/14/2020,Sophie,,,-1069.9508
18,19,3,7,4,5,0,1069.8242,8/12/2020,8/14/2020,Sophie,,,-1069.8242
18,20,3,15,1,1,0,1079.2209,8/12/2020,8/14/2020,Sophie,,,-1079.2209
18,21,3,69,1,3,0,1081.1468,8/12/2020,8/14/2020,Sophie,,,-1081.1468
18,22,3,74,5,3,1,,,,,,NA,NA
18,23,3,47,3,4,0,1073.0791,8/12/2020,8/14/2020,Sophie,,,-1073.0791
18,24,3,62,3,2,0,1064.3408,8/12/2020,8/14/2020,Sophie,,,-1064.3408
18,25,3,39,1,3,0,1083.2866,8/12/2020,8/14/2020,Sophie,,,-1083.2866
18,26,4,36,5,5,0,1068.6309,8/12/2020,8/14/2020,Sophie,,,-1068.6309
18,27,4,6,3,2,0,1073.3621,8/12/2020,8/14/2020,Sophie,,,-1073.3621
18,28,4,39,1,1,0,1070.6345,8/12/2020,8/14/2020,Sophie,,,-1070.6345
18,29,4,20,1,1,0,1066.5793,8/12/2020,8/14/2020,Sophie,,,-1066.5793
18,30,4,21,1,5,0,1078.5577,8/12/2020,8/14/2020,Sophie,,,-1078.5577
18,31,4,64,1,5,0,1078.1666,8/12/2020,8/14/2020,Sophie,,,-1078.1666
18,32,4,5,3,3,0,1065.9028,8/12/2020,8/14/2020,Sophie,,,-1065.9028
18,33,4,18,5,4,0,1072.4798,8/12/2020,8/14/2020,Sophie,,,-1072.4798
18,34,4,21,1,1,0,1059.2555,8/12/2020,8/14/2020,Sophie,,,-1059.2555
18,35,4,6,5,5,1,,,,,,NA,NA
18,36,4,35,2,3,0,1061.0375,8/12/2020,8/14/2020,Sophie,,,-1061.0375
18,37,4,69,2,5,0,1074.9369,8/12/2020,8/14/2020,Sophie,1,NA,NA
18,38,4,31,4,1,0,1064.7477,8/12/2020,8/14/2020,Sophie,,,-1064.7477
18,39,4,30,3,5,0,1072.409,8/12/2020,8/14/2020,Sophie,1,NA,NA
18,40,4,46,2,1,0,1069.2263,8/12/2020,8/14/2020,Sophie,,,-1069.2263
18,41,4,3,5,5,0,1069.588,8/12/2020,8/14/2020,Sophie,,,-1069.588
18,42,4,18,2,3,0,1070.4203,8/12/2020,8/14/2020,Sophie,1,NA,NA
18,43,4,40,5,4,0,1081.9691,8/12/2020,8/14/2020,Sophie,,,-1081.9691
18,44,4,20,3,1,0,1071.3085,8/12/2020,8/14/2020,Sophie,1,NA,NA
18,45,4,3,1,1,0,1063.9658,8/12/2020,8/14/2020,Sophie,,,-1063.9658
18,46,4,2,2,4,0,1072.7634,8/12/2020,8/14/2020,Sophie,,,-1072.7634
19,1,3,2,2,1,0,1070.2873,8/12/2020,8/14/2020,Sophie,,,-1070.2873
19,2,3,31,3,1,0,1079.6619,8/12/2020,8/14/2020,Sophie,,,-1079.6619
19,3,3,40,4,3,0,1080.467,8/12/2020,8/14/2020,Sophie,,,-1080.467
19,4,3,4,2,5,0,1071.0171,8/12/2020,8/14/2020,Sophie,,,-1071.0171
19,5,3,72,2,5,0,1072.7362,8/12/2020,8/14/2020,Sophie,,,-1072.7362
19,6,3,64,5,5,0,1060.8466,8/12/2020,8/14/2020,Sophie,,,-1060.8466
19,7,3,69,2,2,0,1063.5189,8/12/2020,8/14/2020,Sophie,,,-1063.5189
19,8,3,26,1,3,0,1077.4327,8/12/2020,8/14/2020,Sophie,,,-1077.4327
19,9,3,61,5,2,0,1056.8515,8/12/2020,8/14/2020,Sophie,,,-1056.8515
19,10,3,45,1,3,1,,,,,,NA,NA
19,11,3,72,4,1,0,1072.5153,8/12/2020,8/14/2020,Sophie,,,-1072.5153
19,12,3,18,3,4,0,1066.8912,8/12/2020,8/14/2020,Sophie,,,-1066.8912
19,13,3,19,2,1,0,1072.1738,8/12/2020,8/14/2020,Sophie,,,-1072.1738
19,14,3,64,3,1,0,1060.423,8/12/2020,8/14/2020,Sophie,,,-1060.423
19,15,3,47,1,2,0,1056.2527,8/12/2020,8/14/2020,Sophie,,,-1056.2527
19,16,3,2,5,1,1,,,,,,NA,NA
19,17,3,6,3,3,0,1084.0315,8/12/2020,8/14/2020,Sophie,,,-1084.0315
19,18,3,12,1,1,0,1063.9454,8/12/2020,8/14/2020,Sophie,,,-1063.9454
19,19,3,46,2,4,0,1061.0459,8/12/2020,8/14/2020,Sophie,,,-1061.0459
19,20,3,28,4,3,0,1070.4976,8/12/2020,8/14/2020,Sophie,,,-1070.4976
19,21,3,74,1,4,0,1082.5309,8/12/2020,8/14/2020,Sophie,,,-1082.5309
19,22,3,46,3,1,0,1072.9262,8/12/2020,8/14/2020,Sophie,,,-1072.9262
19,23,3,6,1,4,0,1066.589,8/12/2020,8/14/2020,Sophie,,,-1066.589
19,24,3,61,3,5,0,1060.04,8/12/2020,8/14/2020,Sophie,,,-1060.04
19,25,3,15,2,2,0,1054.8739,8/12/2020,8/14/2020,Sophie,,NA,NA
19,26,4,8,1,5,0,1067.6015,8/12/2020,8/14/2020,Sophie,1,NA,NA
19,27,4,1,5,1,0,1072.0344,8/12/2020,8/14/2020,Sophie,,NA,NA
19,28,4,13,2,2,0,1069.5077,8/12/2020,8/14/2020,Sophie,,NA,NA
19,29,4,61,3,1,0,1072.2604,8/12/2020,8/14/2020,Sophie,,NA,NA
19,30,4,7,2,1,0,1076.5839,8/12/2020,8/14/2020,Sophie,,1082.24,5.6561
19,31,4,1,4,2,0,1083.4393,8/12/2020,8/13/2020,Sophie,1,NA,NA
19,32,4,62,5,3,0,1064.423,8/12/2020,8/13/2020,Sophie,,1071.06,6.637
19,33,4,57,4,3,0,1059.4407,8/12/2020,8/13/2020,Sophie,,1077.82,18.3793
19,34,4,29,5,5,0,1062.4302,8/12/2020,8/13/2020,Sophie,,1065.19,2.7598
19,35,4,28,1,1,0,1069.5191,8/12/2020,8/13/2020,Sophie,,1070.84,1.3209
19,36,4,11,4,1,1,,,,,,NA,NA
19,37,4,27,5,1,0,1065.5894,8/12/2020,8/13/2020,Sophie,,1070.69,5.1006
19,38,4,79,3,2,0,1063.2818,8/12/2020,8/13/2020,Sophie,1,NA,NA
19,39,4,21,2,4,0,1073.3205,8/12/2020,8/13/2020,Sophie,1,NA,NA
19,40,4,15,1,2,0,1080.5251,8/12/2020,8/13/2020,Sophie,,1092.4,11.8749
19,41,4,19,2,5,0,1065.3476,8/12/2020,8/13/2020,Sophie,,1082.68,17.3324
19,42,4,9,2,3,0,1070.3785,8/12/2020,8/13/2020,Sophie,,1071.13,0.7515
19,43,4,49,2,1,0,1067.7323,8/12/2020,8/13/2020,Sophie,,1068.63,0.8977
19,44,4,20,3,3,0,1078.7923,8/12/2020,8/13/2020,Sophie,,1084.5,5.7077
19,45,4,15,3,2,0,1058.094,8/12/2020,8/13/2020,Sophie,,1077.62,19.526
19,46,4,46,3,5,0,1079.5394,8/12/2020,8/13/2020,Sophie,,1085.45,5.9106
20,1,3,2,3,4,0,1069.3902,8/12/2020,8/13/2020,Sophie,,1074.42,5.0298
20,2,3,56,3,1,0,1075.6855,8/12/2020,8/13/2020,Sophie,1,NA,NA
20,3,3,3,3,2,0,1056.8042,8/12/2020,8/13/2020,Sophie,,1063,6.1958
20,4,3,46,5,4,0,1070.5152,8/12/2020,8/13/2020,Sophie,,1083.09,12.5748
20,5,3,29,1,1,0,1063.4101,8/12/2020,8/13/2020,Sophie,,1096.32,32.9099
20,6,3,19,5,3,0,1071.9497,8/12/2020,8/13/2020,Sophie,,1084.82,12.8703
20,7,3,49,1,3,1,,,,,,NA,NA
20,8,3,27,2,2,0,1067.3266,8/12/2020,8/13/2020,Sophie,,1070.29,2.9634
20,9,3,36,5,4,0,1065.6504,8/12/2020,8/13/2020,Sophie,,1083.54,17.8896
20,10,3,21,5,2,0,1079.1025,8/12/2020,8/13/2020,Sophie,,1086.14,7.0375
20,11,3,1,5,4,0,1064.5584,8/12/2020,8/13/2020,Sophie,,1068.6,4.0416
20,12,3,67,5,2,0,1063.8714,8/12/2020,8/13/2020,Sophie,,1073.09,9.2186
20,13,3,3,4,4,0,1067.2032,8/12/2020,8/13/2020,Sophie,,1074.14,6.9368
20,14,3,30,4,1,0,1069.6456,8/12/2020,8/13/2020,Sophie,,1074.99,5.3444
20,15,3,1,3,3,0,1056.2718,8/12/2020,8/13/2020,Sophie,,1072.44,16.1682
20,16,3,72,1,4,0,1063.1695,8/12/2020,8/13/2020,Sophie,,1069.55,6.3805
20,17,3,6,1,5,0,1069.9579,8/12/2020,8/13/2020,Sophie,,1072.12,2.1621
20,18,3,67,3,3,0,1065.5813,8/12/2020,8/13/2020,Sophie,,1084.31,18.7287
20,19,3,5,3,1,0,1070.5516,8/12/2020,8/13/2020,Sophie,,1078.18,7.6284
20,20,3,11,2,2,0,1079.0156,8/12/2020,8/13/2020,Sophie,,1088.81,9.7944
20,21,3,18,1,3,0,1064.6382,8/12/2020,8/13/2020,Sophie,,1068.47,3.8318
20,22,3,57,2,2,0,1063.7523,8/12/2020,8/13/2020,Sophie,,1068.14,4.3877
20,23,3,18,4,4,0,1059.4154,8/12/2020,8/13/2020,Sophie,,1069.32,9.9046
20,24,3,8,3,4,0,1078.4088,8/12/2020,8/13/2020,Sophie,,1084.09,5.6812
20,25,3,51,4,4,0,1069.1807,8/12/2020,8/13/2020,Sophie,,1075.37,6.1893
20,26,4,31,4,5,0,1070.3389,8/12/2020,8/13/2020,Sophie,,1080.82,10.4811
20,27,4,19,3,3,0,1060.7807,8/12/2020,8/13/2020,Sophie,,1067.19,6.4093
20,28,4,5,2,5,0,1076.5116,8/12/2020,8/13/2020,Sophie,,1084.08,7.5684
20,29,4,36,2,3,0,1076.9289,8/12/2020,8/13/2020,Sophie,,1084.96,8.0311
20,30,4,18,4,2,0,1058.4881,8/12/2020,8/13/2020,Sophie,,1060.29,1.8019
20,31,4,30,2,3,0,1060.2336,8/12/2020,8/13/2020,Sophie,,1074.88,14.6464
20,32,4,79,1,2,0,1065.2161,8/12/2020,8/13/2020,Sophie,,1073.41,8.1939
20,33,4,36,1,3,0,1073.5129,8/12/2020,8/13/2020,Sophie,,1083.46,9.9471
20,34,4,2,5,2,0,1057.9317,8/12/2020,8/13/2020,Sophie,,1061.36,3.4283
20,35,4,28,4,1,0,1061.6362,8/12/2020,8/13/2020,Sophie,,1070.16,8.5238
20,36,4,77,1,3,0,1060.5823,8/12/2020,8/13/2020,Sophie,,1068.72,8.1377
20,37,4,40,2,3,0,1067.2757,8/12/2020,8/13/2020,Sophie,,1072.4,5.1243
20,38,4,15,4,3,0,1065.2173,8/12/2020,8/13/2020,Sophie,,1068.61,3.3927
20,39,4,47,1,3,0,1079.4799,8/12/2020,8/13/2020,Sophie,,1088.28,8.8001
20,40,4,3,5,3,0,1077.2598,8/12/2020,8/13/2020,Sophie,,1080.63,3.3702
20,41,4,30,5,1,0,1062.3291,8/12/2020,8/13/2020,Sophie,,1069.36,7.0309
20,42,4,27,4,4,0,1060.6537,8/12/2020,8/13/2020,Sophie,,1063.72,3.0663
20,43,4,18,5,5,1,,,,,,NA,NA
20,44,4,2,3,5,0,1074.1008,8/12/2020,8/13/2020,Sophie,,1076.62,2.5192
20,45,4,36,3,2,1,,,,,,NA,NA
20,46,4,35,3,4,0,1068.7531,8/12/2020,8/13/2020,Sophie,,1073.91,5.1569
21,1,3,30,2,2,0,1061.8209,8/12/2020,8/13/2020,Sophie,,1073.41,11.5891
21,2,3,8,3,1,0,1062.3598,8/12/2020,8/13/2020,Sophie,,1066.69,4.3302
21,3,3,31,1,4,0,1056.3963,8/12/2020,8/13/2020,Sophie,,1070.35,13.9537
21,4,3,2,1,4,0,1056.7931,8/12/2020,8/13/2020,Sophie,,1064.1,7.3069
21,5,3,16,3,1,1,,,,,,NA,NA
21,6,3,29,5,1,0,1066.0816,8/12/2020,8/13/2020,Sophie,,1071.85,5.7684
21,7,3,8,2,4,0,1056.9527,8/12/2020,8/13/2020,Sophie,,1064.24,7.2873
21,8,3,16,1,5,1,,,,,,NA,NA
21,9,3,67,2,3,0,1066.2474,8/12/2020,8/13/2020,Sophie,,1079.58,13.3326
21,10,3,46,1,4,0,1076.6427,8/12/2020,8/13/2020,Sophie,,1086.59,9.9473
21,11,3,72,5,2,0,1065.8888,8/12/2020,8/13/2020,Sophie,,1112.7,46.8112
21,12,3,3,1,2,1,,,,,,NA,NA
21,13,3,2,4,4,1,,,,,,NA,NA
21,14,3,47,3,1,0,1062.7281,8/12/2020,8/13/2020,Sophie,,1068.32,5.5919
21,15,3,51,4,5,0,1064.8877,8/12/2020,8/13/2020,Sophie,,1068.94,4.0523
21,16,3,14,2,4,1,,,,,,NA,NA
21,17,3,42,2,3,0,1067.0845,8/12/2020,8/13/2020,Sophie,,1069.73,2.6455
21,18,3,13,5,3,1,,,,,,NA,NA
21,19,3,47,5,5,0,1078.6679,8/12/2020,8/13/2020,Sophie,,1085.48,6.8121
21,20,3,77,4,1,0,1061.2784,8/12/2020,8/13/2020,Sophie,,1066.43,5.1516
21,21,3,30,3,4,0,1066.177,8/12/2020,8/13/2020,Sophie,,1071.34,5.163
21,22,3,6,5,1,0,1071.3634,8/12/2020,8/13/2020,Sophie,,1075.09,3.7266
21,23,3,18,4,1,0,1078.6442,8/12/2020,8/13/2020,Sophie,,1086,7.3558
21,24,3,35,5,4,0,1059.4304,8/12/2020,8/13/2020,Sophie,,1064.06,4.6296
21,25,3,35,3,1,1,,,,,,NA,NA
21,26,4,30,5,5,0,1061.4794,8/12/2020,8/13/2020,Sophie,,1065.7,4.2206
21,27,4,18,2,2,0,1065.6438,8/12/2020,8/13/2020,Sophie,,1071.02,5.3762
21,28,4,8,2,3,0,1065.43,8/12/2020,8/13/2020,Sophie,,1068.5,3.07
21,29,4,68,2,1,0,1059.515,8/12/2020,8/13/2020,Sophie,,1063.64,4.125
21,30,4,6,4,1,0,1064.354,8/12/2020,8/13/2020,Sophie,,1071.77,7.416
21,31,4,4,5,3,1,,,,,,NA,NA
21,32,4,39,4,3,0,1064.1568,8/12/2020,8/13/2020,Sophie,,1075.94,11.7832
21,33,4,35,4,2,0,1065.5613,8/12/2020,8/13/2020,Sophie,,1072.11,6.5487
21,34,4,7,1,4,0,1062.8451,8/12/2020,8/13/2020,Sophie,,1069.56,6.7149
21,35,4,19,5,4,0,1070.8996,8/12/2020,8/13/2020,Sophie,,1076.34,5.4404
21,36,4,27,3,5,0,1068.3141,8/12/2020,8/13/2020,Sophie,,1076.59,8.2759
21,37,4,23,1,3,0,1063.7963,8/12/2020,8/13/2020,Sophie,,1076.54,12.7437
21,38,4,3,3,3,0,1062.868,8/12/2020,8/13/2020,Sophie,,1070.47,7.602
21,39,4,40,4,4,0,1082.7849,8/12/2020,8/13/2020,Sophie,,1085.52,2.7351
21,40,4,27,1,3,1,,,,,,NA,NA
21,41,4,12,3,3,0,1059.776,8/12/2020,8/13/2020,Sophie,,1066.45,6.674
21,42,4,31,2,5,0,1079.5401,8/12/2020,8/13/2020,Sophie,,1079.78,0.2399
21,43,4,3,4,2,0,1057.7779,8/12/2020,8/13/2020,Sophie,,1070.39,12.6121
21,44,4,56,2,5,0,1079.3767,8/12/2020,8/13/2020,Sophie,,1087.48,8.1033
21,45,4,11,3,3,0,1072.983,8/12/2020,8/13/2020,Sophie,,1077.12,4.137
21,46,4,47,2,5,0,1063.921,8/12/2020,8/13/2020,Sophie,1,NA,NA
