"","Row","Column","Block","Population","Family","Replicate","Comment","Date_oldest_inflor_flower","Date_youngest_inflor_flower","Date_first_follicle_2in","Pods","Peduncles","Flower_count_I1","Hood_L.I1F1","Hood_W.I1F1","Corolla_L.I1F1","Corolla_W.I1F1","Flower_L.I1F1","Flower_W.I1F1","Poll_rem.I1F1","Hood_L.I1F2","Hood_W.I1F2","Corolla_L.I1F2","Corolla_W.I1F2","Flower_L.I1F2","Flower_W.I1F2","Poll_rem.I1F2","Hood_L.I1F3","Hood_W.I1F3","Corolla_L.I1F3","Corolla_W.I1F3","Flower_L.I1F3","Flower_W.I1F3","Poll_rem.I1F3","Flower_count_I2","Hood_L.I2F1","Hood_W.I2F1","Corolla_L.I2F1","Corolla_W.I2F1","Flower_L.I2F1","Flower_W.I2F1","Poll_rem.I2F1","Hood_L.I2F2","Hood_W.I2F2","Corolla_L.I2F2","Corolla_W.I2F2","Flower_L.I2F2","Flower_W.I2F2","Poll_rem.I2F2","Hood_L.I2F3","Hood_W.I2F3","Corolla_L.I2F3","Corolla_W.I2F3","Flower_L.I2F3","Flower_W.I2F3","Poll_rem.I2F3","Flower_count_I3","Hood_L.I3F1","Hood_W.I3F1","Corolla_L.I3F1","Corolla_W.I3F1","Flower_L.I3F1","Flower_W.I3F1","Poll_rem.I3F1","Hood_L.I3F2","Hood_W.I3F2","Corolla_L.I3F2","Corolla_W.I3F2","Flower_L.I3F2","Flower_W.I3F2","Poll_rem.I3F2","Hood_L.I3F3","Hood_W.I3F3","Corolla_L.I3F3","Corolla_W.I3F3","Flower_L.I3F3","Flower_W.I3F3","Poll_rem.I3F3","Flowered2022","Hood.I1F1","Hood.I1F2","Hood.I1F3","Hood.I2F1","Hood.I2F2","Hood.I2F3","Hood.I3F1","Hood.I3F2","Hood.I3F3","Hood.I1","Hood.I2","Hood.I3","Hood_mean","Corolla.I1F1","Corolla.I1F2","Corolla.I1F3","Corolla.I2F1","Corolla.I2F2","Corolla.I2F3","Corolla.I3F1","Corolla.I3F2","Corolla.I3F3","Corolla.I1","Corolla.I2","Corolla.I3","Corolla_mean","Flower.I1F1","Flower.I1F2","Flower.I1F3","Flower.I2F1","Flower.I2F2","Flower.I2F3","Flower.I3F1","Flower.I3F2","Flower.I3F3","Flower.I1","Flower.I2","Flower.I3","Flower_mean","Overall_mean","mean_flower_count","total_flower_count"
"47",3,34,"2","31","1","3",NA,"7/22/2022","7/29/2022","08/10/2022",7,4,34,4.57,2.01,8.71,4.31,9.84,9.27,0,4.77,2.03,8.24,4.37,9.61,9.52,1,4.62,1.92,8.21,4.32,9.65,9.22,0,28,4.57,2.33,8.18,3.75,10.47,9.7,0,4.51,2.13,8.14,3.61,10.67,10.23,1,4.77,2.23,8.26,3.81,9.75,9.94,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",9.1857,9.6831,8.8704,10.6481,9.6063,10.6371,NA,NA,NA,9.2464,10.2971666666667,NA,9.77178333333333,37.5401,36.0088,35.4672,30.675,29.3854,31.4706,NA,NA,NA,36.3387,30.5103333333333,NA,33.4245166666667,91.2168,91.4872,88.973,101.559,109.1541,96.915,NA,NA,NA,90.559,102.5427,NA,96.55085,46.5823833333333,31.3333333333333,94
"48",3,38,"2","46","2","3","only 2 inflor ","7/20/2022","7/20/2022","8/17/2022",2,2,8,1.99,1.53,5.82,3.73,6.92,6.43,1,2.06,1.55,5.47,3.59,7.28,7.11,2,2.1,1.62,5.99,3.58,6.94,6.38,1,6,2.65,1.92,6.17,3.89,7.6,7.19,4,2.7,1.86,6.31,3.77,7.89,7.56,2,2.69,1.87,6.38,3.56,7.93,7.88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",3.0447,3.193,3.402,5.088,5.022,5.0303,NA,NA,NA,3.21323333333333,5.04676666666667,NA,4.13,21.7086,19.6373,21.4442,24.0013,23.7887,22.7128,NA,NA,NA,20.9300333333333,23.5009333333333,NA,22.2154833333333,44.4956,51.7608,44.2772,54.644,59.6484,62.4884,NA,NA,NA,46.8445333333333,58.9269333333333,NA,52.8857333333333,26.4104055555556,7,14
"49",3,39,"2","49","5","3",NA,"7/06/2022","7/20/2022","8/10/2022",9,6,16,3.46,2.16,7.26,4.41,9.38,8.77,0,3.84,2.18,7.62,4.37,9.63,8.94,0,3.55,2.03,7.36,4.18,9.12,8.84,0,42,3.33,2.01,7.2,4.25,8.46,8.33,0,3.47,2.03,7.32,4.15,8.47,7.69,1,3.67,2.02,7.14,4.08,8.93,8.66,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",7.4736,8.3712,7.2065,6.6933,7.0441,7.4134,NA,NA,NA,7.68376666666667,7.05026666666667,NA,7.36701666666667,32.0166,33.2994,30.7648,30.6,30.378,29.1312,NA,NA,NA,32.0269333333333,30.0364,NA,31.0316666666667,82.2626,86.0922,80.6208,70.4718,65.1343,77.3338,NA,NA,NA,82.9918666666667,70.9799666666667,NA,76.9859166666667,38.4615333333333,29,58
"50",3,41,"2","67","4","3",NA,"7/11/2022","7/22/2022","08/04/2022",3,3,7,3.44,2.42,6.75,3.46,8.73,8.79,3,3.48,2.35,6.96,3.14,8.98,8.74,0,3.56,2.47,6.95,3.31,8.77,8.64,2,10,3.3,2.36,7.1,3.15,8.69,8.58,1,3.27,2.16,7.23,3.27,8.57,8.16,0,3.32,2.27,7.58,3.41,8.69,8.49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",8.3248,8.178,8.7932,7.788,7.0632,7.5364,NA,NA,NA,8.432,7.46253333333333,NA,7.94726666666667,23.355,21.8544,23.0045,22.365,23.6421,25.8478,NA,NA,NA,22.7379666666667,23.9516333333333,NA,23.3448,76.7367,78.4852,75.7728,74.5602,69.9312,73.7781,NA,NA,NA,76.9982333333333,72.7565,NA,74.8773666666667,35.3898111111111,8.5,17
"51",3,42,"2","46","2","2",NA,"7/29/2022","08/12/2022","08/08/2022",26,4,19,3.16,2.01,6.85,3.93,8.34,7.92,1,3.11,2.05,6.55,3.84,8.69,8.41,0,3.27,2.07,6.35,3.71,8.94,8.62,1,22,3.28,2.08,6.28,3.68,8.34,8.49,1,3.16,2.04,6.84,3.54,8.77,8.49,2,3.26,2.03,6.51,3.55,8.61,8.57,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.3516,6.3755,6.7689,6.8224,6.4464,6.6178,NA,NA,NA,6.49866666666667,6.62886666666667,NA,6.56376666666667,26.9205,25.152,23.5585,23.1104,24.2136,23.1105,NA,NA,NA,25.2103333333333,23.4781666666667,NA,24.34425,66.0528,73.0829,77.0628,70.8066,74.4573,73.7877,NA,NA,NA,72.0661666666667,73.0172,NA,72.5416833333333,34.4832333333333,20.6666666666667,62
"52",3,44,"2","67","2","5","only 2 inflor ","7/18/2022","7/20/2022","8/15/2022",1,2,27,3.51,2.11,8.83,3.57,9.41,8.97,2,3.26,2.07,8.57,3.41,9.97,9.6,0,3.66,2.53,8.41,3.36,9.36,9.22,1,9,2.97,2.15,8.27,4.11,8.19,8.18,0,3.08,2.19,8.57,4.06,8.69,8.52,1,3.14,2.22,8.76,8.53,8.99,8.54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",7.4061,6.7482,9.2598,6.3855,6.7452,6.9708,NA,NA,NA,7.8047,6.7005,NA,7.2526,31.5231,29.2237,28.2576,33.9897,34.7942,74.7228,NA,NA,NA,29.6681333333333,47.8355666666667,NA,38.75185,84.4077,95.712,86.2992,66.9942,74.0388,76.7746,NA,NA,NA,88.8063,72.6025333333333,NA,80.7044166666667,42.2362888888889,18,36
"53",3,46,"2","19","1","1",NA,"7/01/2022","7/06/2022","08/02/2022",3,3,55,3.06,2.31,7.29,3.63,9.11,8.81,1,3.03,2.15,7.95,3.54,8.69,8.74,0,3.14,2.18,7.65,2.97,8.74,8.96,2,26,2.99,2.07,7.02,3.75,8.74,8.91,0,3.25,2.14,7.41,3.56,8.98,8.47,2,3.16,2.08,7.58,3.98,7.94,8.57,0,10,3.07,1.81,6.01,3.18,8.86,8.5,0,3.29,1.94,6.84,3.67,8.69,8.16,2,3.14,1.77,6.35,3.08,8.26,8.17,0,"1",7.0686,6.5145,6.8452,6.1893,6.955,6.5728,5.5567,6.3826,5.5578,6.80943333333333,6.57236666666667,5.83236666666667,6.40472222222222,26.4627,28.143,22.7205,26.325,26.3796,30.1684,19.1118,25.1028,19.558,25.7754,27.6243333333333,21.2575333333333,24.8857555555556,80.2591,75.9506,78.3104,77.8734,76.0606,68.0458,75.31,70.9104,67.4842,78.1733666666667,73.9932666666667,71.2348666666667,74.4671666666667,35.2525481481482,30.3333333333333,91
"54",4,1,"1","21","4","1",NA,"7/01/2022","7/13/2022","08/02/2022",3,8,52,2.06,2.54,7.71,3.34,7.15,7.28,1,2.32,1.97,7.41,3.56,7.19,6.96,1,3.37,1.97,6.88,3.21,7.35,7.43,1,49,2.95,2.2,7.29,4.45,8.39,8.38,0,3.06,2.13,7.14,3.65,8.89,8.25,0,3.15,2.16,7.48,3.96,8.56,8.17,0,40,2.16,2.44,6.87,3.83,7.58,7.69,0,2.29,1.97,6.99,3.58,8.06,7.61,1,2.41,2.1,6.84,3.16,8.59,8.17,2,"1",5.2324,4.5704,6.6389,6.49,6.5178,6.804,5.2704,4.5113,5.061,5.48056666666667,6.60393333333333,4.94756666666667,5.67735555555556,25.7514,26.3796,22.0848,32.4405,26.061,29.6208,26.3121,25.0242,21.6144,24.7386,29.3741,24.3169,26.1432,52.052,50.0424,54.6105,70.3082,73.3425,69.9352,58.2902,61.3366,70.1803,52.2349666666667,71.1953,63.2690333333333,62.2331,31.3512185185185,47,141
"55",4,6,"1","21","2","3",NA,"7/01/2022","7/22/2022","08/04/2022",7,4,69,3.39,2.1,7.44,3.71,8.23,8.07,0,4.17,2.14,8.77,3.95,8.61,8.27,1,4.04,2.12,7.09,3.58,8.41,7.96,2,56,3.18,1.94,8.11,3.75,7.16,6.6,0,3.14,2.17,8.32,3.36,7.95,8.14,1,4.21,1.85,8.61,3.67,8.44,8.16,0,52,2.99,2.26,7.71,3.1,7.55,7.01,0,2.87,1.96,7.81,3.15,8.41,8.19,1,3.02,2.14,8.01,3.84,7.99,7.86,0,"1",7.119,8.9238,8.5648,6.1692,6.8138,7.7885,6.7574,5.6252,6.4628,8.20253333333333,6.92383333333333,6.2818,7.13605555555556,27.6024,34.6415,25.3822,30.4125,27.9552,31.5987,23.901,24.6015,30.7584,29.2087,29.9888,26.4203,28.5392666666667,66.4161,71.2047,66.9436,47.256,64.713,68.8704,52.9255,68.8779,62.8014,68.1881333333333,60.2798,61.5349333333333,63.3342888888889,33.0032037037037,59,177
"56",4,8,"1","1","2","2",NA,"7/15/2022","7/27/2022","08/08/2022",20,11,22,3.11,1.91,7.95,3.18,9.27,8.97,3,3.05,2.03,7.58,3.07,9.58,9.67,1,3.27,2.01,7.49,3.08,9.68,9.51,0,37,3.67,1.94,8.01,4.28,8.38,9.57,1,3.78,1.86,8.11,4.15,8.69,8.42,0,3.42,2.03,8.31,4.18,8.51,8.69,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5.9401,6.1915,6.5727,7.1198,7.0308,6.9426,NA,NA,NA,6.23476666666667,7.03106666666667,NA,6.63291666666667,25.281,23.2706,23.0692,34.2828,33.6565,34.7358,NA,NA,NA,23.8736,34.2250333333333,NA,29.0493166666667,83.1519,92.6386,92.0568,80.1966,73.1698,73.9519,NA,NA,NA,89.2824333333333,75.7727666666667,NA,82.5276,39.4032777777778,29.5,59
"57",4,17,"1","56","4","2","only 1 inflor and only 1 flower left ","7/18/2022","7/18/2022",NA,0,1,11,3.11,2.06,7.3,4.27,9.38,9.17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.4066,NA,NA,NA,NA,NA,NA,NA,NA,6.4066,NA,NA,6.4066,31.171,NA,NA,NA,NA,NA,NA,NA,NA,31.171,NA,NA,31.171,86.0146,NA,NA,NA,NA,NA,NA,NA,NA,86.0146,NA,NA,86.0146,41.1974,11,11
"58",4,25,"2","15","2","5","only 2 inflor","7/06/2022","7/08/2022",NA,0,2,24,3.63,2.05,6.93,4.55,8.65,8.32,2,3.68,2.16,7.04,4.16,8.94,8.77,0,3.59,2.13,7.18,4.19,8.96,8.45,0,2,8.87,1.83,6.82,3.83,7.23,6.69,1,8.69,1.84,6.94,3.68,7.65,7.41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",7.4415,7.9488,7.6467,16.2321,15.9896,NA,NA,NA,NA,7.679,16.11085,NA,11.894925,31.5315,29.2864,30.0842,26.1206,25.5392,NA,NA,NA,NA,30.3007,25.8299,NA,28.0653,71.968,78.4038,75.712,48.3687,56.6865,NA,NA,NA,NA,75.3612666666667,52.5276,NA,63.9444333333333,34.6348861111111,13,26
"59",4,27,"2","32","1","2",NA,"7/08/2022","7/20/2022","08/08/2022",5,5,16,2.17,1.97,6.81,3.86,6.99,6.51,0,2.54,2.13,6.68,3.75,6.72,6.69,2,2.18,1.85,6.81,3.43,6.51,6.74,0,17,2.54,2,7.44,3.35,7.14,6.95,0,2.45,2.04,7.45,3.15,7.26,7.37,2,2.58,2.09,7.71,3.38,7.23,7.06,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",4.2749,5.4102,4.033,5.08,4.998,5.3922,NA,NA,NA,4.5727,5.15673333333333,NA,4.86471666666667,26.2866,25.05,23.3583,24.924,23.4675,26.0598,NA,NA,NA,24.8983,24.8171,NA,24.8577,45.5049,44.9568,43.8774,49.623,53.5062,51.0438,NA,NA,NA,44.7797,51.391,NA,48.08535,25.9359222222222,16.5,33
"60",4,31,"2","6","3","1",NA,"7/06/2022","7/11/2022",NA,0,4,42,4.18,2.3,8.34,4.49,10.18,9.9,2,4.16,2.15,8.47,4.19,9.74,8.35,0,3.98,2.17,8.17,3.93,10.58,10.03,0,49,3.85,2.37,9.05,4.56,10.42,10.32,3,3.92,2.14,8.74,3.58,9.58,9.41,0,3.68,2.09,8.69,3.57,9.67,9.84,2,22,3.72,2.38,8.23,4.03,9.44,9.17,0,3.47,2.33,7.43,2.84,7.84,8.07,0,3.35,2.19,7.48,3.38,8.64,8.47,0,"1",9.614,8.944,8.6366,9.1245,8.3888,7.6912,8.8536,8.0851,7.3365,9.06486666666667,8.4015,8.09173333333333,8.51936666666667,37.4466,35.4893,32.1081,41.268,31.2892,31.0233,33.1669,21.1012,25.2824,35.0146666666667,34.5268333333333,26.5168333333333,32.0194444444444,100.782,81.329,106.1174,107.5344,90.1478,95.1528,86.5648,63.2688,73.1808,96.0761333333333,97.6116666666667,74.3381333333333,89.3419777777778,43.2935962962963,37.6666666666667,113
"61",4,32,"2","72","5","3",NA,"6/29/2022","7/13/2022","7/27/2022",8,8,17,3.14,2.01,8.53,3.96,10.11,9.76,0,3.65,2.36,7.69,3.65,8.75,8.36,1,3.82,2.65,7.96,4.28,8.69,8.59,0,33,3.69,2.01,6.35,3.25,7.85,8.25,2,3.65,2.58,8.22,3.68,7.98,8.16,1,3.36,2.11,6.85,3.21,7.96,7.64,0,24,4.23,2.65,7.32,3.54,8.54,8.19,0,4.01,1.96,6.79,2.71,7.89,7.62,0,4.21,2.68,7.98,3.91,8.25,8.01,1,"1",6.3114,8.614,10.123,7.4169,9.417,7.0896,11.2095,7.8596,11.2828,8.34946666666667,7.9745,10.1173,8.81375555555556,33.7788,28.0685,34.0688,20.6375,30.2496,21.9885,25.9128,18.4009,31.2018,31.9720333333333,24.2918666666667,25.1718333333333,27.1452444444444,98.6736,73.15,74.6471,64.7625,65.1168,60.8144,69.9426,60.1218,66.0825,82.1569,63.5645666666667,65.3823,70.3679222222222,35.4423074074074,24.6666666666667,74
"62",4,34,"2","51","4","3",NA,"7/08/2022","7/25/2022","7/27/2022",18,11,36,2.92,2.03,7.4,3.71,7.69,7.86,1,3.25,2.16,7.72,3.34,8.94,9.57,2,3.99,2.13,8.15,3.68,9.03,9.16,2,58,3.17,1.98,8.05,3.44,8.89,8.21,1,3.78,2.16,7.98,3.19,8.82,8.69,0,3.4,2.28,7.93,3.15,7.96,8.16,0,29,3.03,1.87,6.76,4.42,8.21,7.74,1,4.18,2.05,7.12,4.68,8.95,8.69,2,3.94,2.16,7.79,3.94,8.18,7.96,0,"1",5.9276,7.02,8.4987,6.2766,8.1648,7.752,5.6661,8.569,8.5104,7.14876666666667,7.3978,7.58183333333333,7.37613333333333,27.454,25.7848,29.992,27.692,25.4562,24.9795,29.8792,33.3216,30.6926,27.7436,26.0425666666667,31.2978,28.3613222222222,60.4434,85.5558,82.7148,72.9869,76.6458,64.9536,63.5454,77.7755,65.1128,76.238,71.5287666666667,68.8112333333333,72.1926666666667,35.9767074074074,41,123
"63",4,36,"2","7","5","5","only 2 inflor","7/22/2022","7/29/2022","8/19/2022",3,4,13,3.43,2.11,7.65,3.44,9.58,9.26,3,3.71,2.04,7.69,3.53,9.61,9.63,2,3.32,2.05,9.47,3.16,9.44,9.46,0,24,3.8,2.37,8.67,4.55,9.52,8.91,0,3.79,2.26,8.26,4.19,9.72,9.26,1,3.43,2.51,8.17,4.29,9.61,10.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",7.2373,7.5684,6.806,9.006,8.5654,8.6093,NA,NA,NA,7.2039,8.7269,NA,7.9654,26.316,27.1457,29.9252,39.4485,34.6094,35.0493,NA,NA,NA,27.7956333333333,36.3690666666667,NA,32.08235,88.7108,92.5443,89.3024,84.8232,90.0072,96.1961,NA,NA,NA,90.1858333333333,90.3421666666667,NA,90.264,43.43725,18.5,37
"64",4,38,"2","40","5","3","only 1 inflor","7/06/2022","7/06/2022",NA,0,1,14,3.06,1.98,7.1,3.76,7.77,7.76,0,3.18,2.01,8.12,3.25,8.78,8.26,0,3.44,1.87,7.12,3.79,9.07,8.51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.0588,6.3918,6.4328,NA,NA,NA,NA,NA,NA,6.29446666666667,NA,NA,6.29446666666667,26.696,26.39,26.9848,NA,NA,NA,NA,NA,NA,26.6902666666667,NA,NA,26.6902666666667,60.2952,72.5228,77.1857,NA,NA,NA,NA,NA,NA,70.0012333333333,NA,NA,70.0012333333333,34.3286555555556,14,14
"65",4,40,"2","36","1","4","only 1 inflor, only 2 flowers left  ","7/20/2022","7/22/2022",NA,0,1,3,3.1,2.01,8.46,4.04,9.23,8.87,1,3.16,1.99,7.49,3.86,9.88,9.36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.231,6.2884,NA,NA,NA,NA,NA,NA,NA,6.2597,NA,NA,6.2597,34.1784,28.9114,NA,NA,NA,NA,NA,NA,NA,31.5449,NA,NA,31.5449,81.8701,92.4768,NA,NA,NA,NA,NA,NA,NA,87.17345,NA,NA,87.17345,41.65935,3,3
"66",4,41,"2","36","1","5",NA,"7/01/2022","8/02/2022","7/29/2022",12,7,63,3.06,1.94,7.81,4.14,8.42,8.22,1,3.16,2.03,7.94,4.16,8.45,8.26,0,3.14,2.34,8.06,3.68,8.69,8.34,0,71,3.11,2.05,8.04,3.66,7.71,7.96,1,3.26,2.08,8.57,3.59,7.94,8.16,0,3.17,2.16,8.69,3.47,8.56,8.49,0,21,2.83,1.81,6.95,3.17,8.95,8.47,2,2.94,1.89,7.24,3.6,8.58,8.74,0,2.68,1.74,7.58,3.67,8.46,8.16,0,"1",5.9364,6.4148,7.3476,6.3755,6.7808,6.8472,5.1223,5.5566,4.6632,6.56626666666667,6.66783333333333,5.11403333333333,6.11604444444444,32.3334,33.0304,29.6608,29.4264,30.7663,30.1543,22.0315,26.064,27.8186,31.6748666666667,30.1156666666667,25.3047,29.0317444444444,69.2124,69.797,72.4746,61.3716,64.7904,72.6744,75.8065,74.9892,69.0336,70.4946666666667,66.2788,73.2764333333333,70.0166333333333,35.0548074074074,51.6666666666667,155
"67",4,43,"2","1","3","5",NA,"7/01/2022","7/13/2022","08/02/2022",11,7,18,3.46,2.12,8.88,4.27,9.83,9.65,1,3.51,2.16,8.09,4.13,9.55,9.51,0,3.68,2.01,8.31,3.68,8.9,8.68,1,33,2.86,1.97,7.73,3.18,8.55,8.49,1,3.36,1.71,7.36,3.36,8.64,8.75,0,3.19,1.95,7.98,3.58,8.71,8.4,1,36,3.02,1.91,7.26,4.12,8.89,8.74,0,2.98,2.05,8.65,3.81,8.79,8.71,0,3.06,1.96,7.62,3.35,8.69,8.74,0,"1",7.3352,7.5816,7.3968,5.6342,5.7456,6.2205,5.7682,6.109,5.9976,7.43786666666667,5.86676666666667,5.95826666666667,6.42096666666667,37.9176,33.4117,30.5808,24.5814,24.7296,28.5684,29.9112,32.9565,25.527,33.9700333333333,25.9598,29.4649,29.7982444444444,94.8595,90.8205,77.252,72.5895,75.6,73.164,77.6986,76.5609,75.9506,87.644,73.7845,76.7367,79.3884,38.5358703703704,29,87
"68",4,44,"2","61","4","4","only 1 inflor","7/06/2022","7/08/2022","7/25/2022",3,7,55,3.11,2.19,7.57,4.01,8.33,8.24,2,3.25,2.21,7.4,4.33,9.11,9.35,0,3.03,2.01,8.28,4.19,8.68,8.06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.8109,7.1825,6.0903,NA,NA,NA,NA,NA,NA,6.69456666666667,NA,NA,6.69456666666667,30.3557,32.042,34.6932,NA,NA,NA,NA,NA,NA,32.3636333333333,NA,NA,32.3636333333333,68.6392,85.1785,69.9608,NA,NA,NA,NA,NA,NA,74.5928333333333,NA,NA,74.5928333333333,37.8836777777778,55,55
"69",5,5,"1","32","1","3",NA,"7/11/2022","7/20/2022","08/08/2022",4,4,13,3.12,2.12,8.2,3.87,8.22,7.97,0,3.06,2.1,8.57,3.57,8.58,8.44,1,3.16,2.05,8.27,3.58,8.69,8.25,0,12,2.85,2.11,7.12,3.89,7.99,8.15,0,2.96,2.08,7.29,3.74,8.06,8.47,0,3.06,2.17,7.39,3.54,8.63,8.43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.6144,6.426,6.478,6.0135,6.1568,6.6402,NA,NA,NA,6.50613333333333,6.27016666666667,NA,6.38815,31.734,30.5949,29.6066,27.6968,27.2646,26.1606,NA,NA,NA,30.6451666666667,27.0406666666667,NA,28.8429166666667,65.5134,72.4152,71.6925,65.1185,68.2682,72.7509,NA,NA,NA,69.8737,68.7125333333333,NA,69.2931166666667,34.8413944444444,12.5,25
"70",5,6,"1","8","3","5",NA,"6/29/2022","7/27/2022","7/29/2022",23,15,13,3.01,2.41,6.72,4.22,8.68,8.99,0,3.32,2.15,8.25,4.23,9.65,9.12,0,3.69,2.15,7.26,4.51,8.57,8.36,1,9,2.87,2.03,6.93,4.32,9.16,9.02,2,3.69,2.04,7.96,4.23,8.96,8.74,1,4.66,2.96,7.65,4.69,9.25,8.96,1,9,3.31,2.14,7.96,3.66,9.21,8.94,1,4.11,2.36,7.01,4.05,9.21,8.74,0,3.32,2.01,6.98,3.12,8.45,8.31,1,"1",7.2541,7.138,7.9335,5.8261,7.5276,13.7936,7.0834,9.6996,6.6732,7.44186666666667,9.0491,7.81873333333333,8.10323333333333,28.3584,34.8975,32.7426,29.9376,33.6708,35.8785,29.1336,28.3905,21.7776,31.9995,33.1623,26.4339,30.5319,78.0332,88.008,71.6452,82.6232,78.3104,82.88,82.3374,80.4954,70.2195,79.2288,81.2712,77.6841,79.3947,39.3432777777778,10.3333333333333,31
"71",5,7,"1","11","1","2","only 1 inflor","6/29/2022","7/18/2022","8/2/2022",2,1,12,3.24,2.11,7.24,4.42,7.21,7.06,0,3.2,2.31,7.54,4.25,7.85,7.49,0,3.26,2.04,7.95,4.68,7.67,7.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.8364,7.392,6.6504,NA,NA,NA,NA,NA,NA,6.9596,NA,NA,6.9596,32.0008,32.045,37.206,NA,NA,NA,NA,NA,NA,33.7506,NA,NA,33.7506,50.9026,58.7965,58.9823,NA,NA,NA,NA,NA,NA,56.2271333333333,NA,NA,56.2271333333333,32.3124444444444,12,12
"72",5,8,"1","4","5","2",NA,"7/04/2022","7/20/2022","7/27/2022",4,12,63,2.69,2.29,8.56,4.29,8.75,8.47,2,2.88,1.97,8.36,3.97,8.69,8.14,0,3.06,2.58,7.96,3.84,8.47,8.35,1,49,3.36,1.92,8.41,4.27,8.91,8.45,0,3.85,2.06,8.04,4.16,8.99,8.64,1,3.87,2.38,8.77,3.73,8.69,8.4,0,37,3.13,2.06,8.08,3.93,7.8,8.04,0,3.26,1.97,8.56,3.11,9.31,9.23,1,3.68,2.04,7.96,4.17,8.93,8.52,0,"1",6.1601,5.6736,7.8948,6.4512,7.931,9.2106,6.4478,6.4222,7.5072,6.57616666666667,7.86426666666667,6.7924,7.07761111111111,36.7224,33.1892,30.5664,35.9107,33.4464,32.7121,31.7544,26.6216,33.1932,33.4926666666667,34.0230666666667,30.5230666666667,32.6796,74.1125,70.7366,70.7245,75.2895,77.6736,72.996,62.712,85.9313,76.0836,71.8578666666667,75.3197,74.9089666666667,74.0288444444444,37.9286851851852,49.6666666666667,149
