"","Row","Column","Block","Population","Family","Replicate","Comment","Date_oldest_inflor_flower","Date_youngest_inflor_flower","Date_first_follicle_2in","Pods","Peduncles","Flower_count_I1","Hood_L.I1F1","Hood_W.I1F1","Corolla_L.I1F1","Corolla_W.I1F1","Flower_L.I1F1","Flower_W.I1F1","Poll_rem.I1F1","Hood_L.I1F2","Hood_W.I1F2","Corolla_L.I1F2","Corolla_W.I1F2","Flower_L.I1F2","Flower_W.I1F2","Poll_rem.I1F2","Hood_L.I1F3","Hood_W.I1F3","Corolla_L.I1F3","Corolla_W.I1F3","Flower_L.I1F3","Flower_W.I1F3","Poll_rem.I1F3","Flower_count_I2","Hood_L.I2F1","Hood_W.I2F1","Corolla_L.I2F1","Corolla_W.I2F1","Flower_L.I2F1","Flower_W.I2F1","Poll_rem.I2F1","Hood_L.I2F2","Hood_W.I2F2","Corolla_L.I2F2","Corolla_W.I2F2","Flower_L.I2F2","Flower_W.I2F2","Poll_rem.I2F2","Hood_L.I2F3","Hood_W.I2F3","Corolla_L.I2F3","Corolla_W.I2F3","Flower_L.I2F3","Flower_W.I2F3","Poll_rem.I2F3","Flower_count_I3","Hood_L.I3F1","Hood_W.I3F1","Corolla_L.I3F1","Corolla_W.I3F1","Flower_L.I3F1","Flower_W.I3F1","Poll_rem.I3F1","Hood_L.I3F2","Hood_W.I3F2","Corolla_L.I3F2","Corolla_W.I3F2","Flower_L.I3F2","Flower_W.I3F2","Poll_rem.I3F2","Hood_L.I3F3","Hood_W.I3F3","Corolla_L.I3F3","Corolla_W.I3F3","Flower_L.I3F3","Flower_W.I3F3","Poll_rem.I3F3","Flowered2022","Hood.I1F1","Hood.I1F2","Hood.I1F3","Hood.I2F1","Hood.I2F2","Hood.I2F3","Hood.I3F1","Hood.I3F2","Hood.I3F3","Hood.I1","Hood.I2","Hood.I3","Hood_mean","Corolla.I1F1","Corolla.I1F2","Corolla.I1F3","Corolla.I2F1","Corolla.I2F2","Corolla.I2F3","Corolla.I3F1","Corolla.I3F2","Corolla.I3F3","Corolla.I1","Corolla.I2","Corolla.I3","Corolla_mean","Flower.I1F1","Flower.I1F2","Flower.I1F3","Flower.I2F1","Flower.I2F2","Flower.I2F3","Flower.I3F1","Flower.I3F2","Flower.I3F3","Flower.I1","Flower.I2","Flower.I3","Flower_mean","Overall_mean","mean_flower_count","total_flower_count"
"99",8,5,"1","13","5","4","only 1 inflor ","7/04/2022","7/08/2022",NA,0,1,24,3.17,2.12,7.74,3.27,8.44,8.19,0,3.25,2.07,7.84,3.61,8.59,8.26,1,3.16,2.14,7.46,3.18,8.41,8.23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.7204,6.7275,6.7624,NA,NA,NA,NA,NA,NA,6.73676666666667,NA,NA,6.73676666666667,25.3098,28.3024,23.7228,NA,NA,NA,NA,NA,NA,25.7783333333333,NA,NA,25.7783333333333,69.1236,70.9534,69.2143,NA,NA,NA,NA,NA,NA,69.7637666666667,NA,NA,69.7637666666667,34.0929555555556,24,24
"100",8,34,"2","77","4","3",NA,"6/29/2022","7/11/2022","7/25/2022",8,6,67,3.62,2.01,7.81,4.36,9.51,9.12,0,3.69,2.13,7.48,3.36,8.61,8.39,0,3.69,2.04,7.81,2.97,8.96,9.04,0,58,3.34,1.73,7.24,3.21,8.4,8.44,0,4.25,2.45,8.53,3.51,8.35,8.55,0,4.16,2.76,8.06,3.48,8.14,8.69,0,39,2.98,1.87,7.52,4.25,8.2,8.14,0,4.21,1.96,7.51,3.27,8.96,8.57,0,4.36,2.13,8.17,3.58,8.72,9.06,0,"1",7.2762,7.8597,7.5276,5.7782,10.4125,11.4816,5.5726,8.2516,9.2868,7.5545,9.2241,7.70366666666667,8.16075555555556,34.0516,25.1328,23.1957,23.2404,29.9403,28.0488,31.96,24.5577,29.2486,27.4600333333333,27.0765,28.5887666666667,27.7084333333333,86.7312,72.2379,80.9984,70.896,71.3925,70.7366,66.748,76.7872,79.0032,79.9891666666667,71.0083666666667,74.1794666666667,75.059,36.976062962963,54.6666666666667,164
"101",8,37,"2","26","1","1","first 2 inflor both only has 1 flower","7/06/2022","7/11/2022","08/02/2022",4,5,1,3.15,2.05,6.79,4.09,8.27,8.06,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.81,1.83,7.56,3.74,8.61,8.61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2.52,1.9,6.22,4.23,7.17,7.1,0,2.58,2.06,6.49,4.15,7.41,7.23,0,2.66,2.04,6.58,4.18,7.25,7.48,1,"1",6.4575,NA,NA,5.1423,NA,NA,4.788,5.3148,5.4264,6.4575,5.1423,5.1764,5.59206666666667,27.7711,NA,NA,28.2744,NA,NA,26.3106,26.9335,27.5044,27.7711,28.2744,26.9161666666667,27.6538888888889,66.6562,NA,NA,74.1321,NA,NA,50.907,53.5743,54.23,66.6562,74.1321,52.9037666666667,64.5640222222222,32.6033259259259,21.3333333333333,64
"102",9,1,"1","28","1","5",NA,"7/01/2022","7/20/2022","7/27/2022",15,9,48,2.76,1.91,7.65,3.42,9.81,9.67,1,2.66,1.74,6.69,3.11,6.35,3.69,1,2.85,1.54,7.15,3.14,7.85,7.32,1,57,3.23,1.59,7.58,3.26,7.98,7.64,0,3.17,1.96,7.33,3.91,7.75,7.89,1,3.16,1.54,6.58,2.84,6.23,6.87,1,46,3.08,2.14,8.25,4.17,7.98,7.65,1,4.24,2.06,6.55,3.68,7.58,7.49,0,4.01,2,8.15,3.74,7.62,7.85,2,"1",5.2716,4.6284,4.389,5.1357,6.2132,4.8664,6.5912,8.7344,8.02,4.763,5.4051,7.78186666666667,5.98332222222222,26.163,20.8059,22.451,24.7108,28.6603,18.6872,34.4025,24.104,30.481,23.1399666666667,24.0194333333333,29.6625,25.6073,94.8627,23.4315,57.462,60.9672,61.1475,42.8001,61.047,56.7742,59.817,58.5854,54.9716,59.2127333333333,57.5899111111111,29.7268444444444,50.3333333333333,151
"103",9,2,"1","4","3","1",NA,"7/20/2022","7/25/2022","8/10/2022",5,4,18,4.1,1.91,7.02,3.59,7.46,7.11,0,3.85,1.67,7.16,3.88,7.69,7.44,0,4.23,2.03,7.29,3.66,7.88,7.59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",7.831,6.4295,8.5869,NA,NA,NA,NA,NA,NA,7.6158,NA,NA,7.6158,25.2018,27.7808,26.6814,NA,NA,NA,NA,NA,NA,26.5546666666667,NA,NA,26.5546666666667,53.0406,57.2136,59.8092,NA,NA,NA,NA,NA,NA,56.6878,NA,NA,56.6878,30.2860888888889,18,18
"104",9,3,"1","12","3","1",NA,"6/29/2022","7/25/2022","7/25/2022",4,5,20,3.37,2.18,7.17,3.65,7.35,6.91,1,3.06,2.13,7.28,3.55,7.85,7.46,0,3.48,2.06,7.56,3.17,7.99,7.84,1,18,3.78,1.97,7.49,3.44,7.4,7.56,0,3.65,1.87,7.68,3.21,7.94,7.66,0,3.69,2.03,7.64,3.62,8.05,7.84,1,19,3.9,2.34,7.67,4.11,7.99,7.41,0,3.84,2.21,7.58,3.65,8.08,7.93,1,4.07,2.51,8.47,4.01,8.01,7.84,0,"1",7.3466,6.5178,7.1688,7.4466,6.8255,7.4907,9.126,8.4864,10.2157,7.01106666666667,7.25426666666667,9.27603333333333,7.84712222222222,26.1705,25.844,23.9652,25.7656,24.6528,27.6568,31.5237,27.667,33.9647,25.3265666666667,26.0250666666667,31.0518,27.4678111111111,50.7885,58.561,62.6416,55.944,60.8204,63.112,59.2059,64.0744,62.7984,57.3303666666667,59.9588,62.0262333333333,59.7718,31.6955777777778,19,57
"105",9,5,"1","1","4","3",NA,"7/04/2022","7/25/2022","8/10/2022",1,3,6,3.14,1.97,7.21,3.86,10.12,9.86,0,2.55,1.61,6.44,4.05,8.15,8.01,0,NA,NA,NA,NA,NA,NA,NA,7,3.96,2.68,7.28,4.39,7.3,7.72,0,3.52,2.16,8.35,3.57,8.75,8.58,0,3.87,2.51,8.06,3.54,8.14,8.69,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.1858,4.1055,NA,10.6128,7.6032,9.7137,NA,NA,NA,5.14565,9.3099,NA,7.227775,27.8306,26.082,NA,31.9592,29.8095,28.5324,NA,NA,NA,26.9563,30.1003666666667,NA,28.5283333333333,99.7832,65.2815,NA,56.356,75.075,70.7366,NA,NA,NA,82.53235,67.3892,NA,74.960775,36.9056277777778,6.5,13
"106",9,7,"1","39","3","4","last inflor entirely gone ","7/04/2022","7/11/2022",NA,0,4,37,1.75,1.85,6.26,3.62,6.79,6.7,1,1.85,1.68,6.51,3.84,6.94,6.68,0,2.03,1.84,6.59,3.51,7.21,6.84,0,28,2.39,1.79,7.25,3.18,7.15,6.86,1,2.56,1.86,7.16,3.06,7.54,7.03,0,2.68,1.77,7.89,3.26,7.45,7.11,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",3.2375,3.108,3.7352,4.2781,4.7616,4.7436,NA,NA,NA,3.36023333333333,4.59443333333333,NA,3.97733333333333,22.6612,24.9984,23.1309,23.055,21.9096,25.7214,NA,NA,NA,23.5968333333333,23.562,NA,23.5794166666667,45.493,46.3592,49.3164,49.049,53.0062,52.9695,NA,NA,NA,47.0562,51.6749,NA,49.36555,25.6407666666667,28.6666666666667,86
"107",9,19,"1","72","3","1",NA,"7/15/2022","7/25/2022","8/10/2022",6,4,31,3.23,2.25,7.9,4.08,9.33,8.47,2,3.51,2.23,8.02,4.05,9.25,8.75,0,3.56,2.18,7.96,4.06,9.36,8.99,2,31,2.88,2.44,7.61,4.08,8.43,8.29,0,3.15,2.23,7.39,3.96,8.16,8.39,2,3.12,2.45,7.72,3.84,8.76,8.57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",7.2675,7.8273,7.7608,7.0272,7.0245,7.644,NA,NA,NA,7.61853333333333,7.2319,NA,7.42521666666667,32.232,32.481,32.3176,31.0488,29.2644,29.6448,NA,NA,NA,32.3435333333333,29.986,NA,31.1647666666667,79.0251,80.9375,84.1464,69.8847,68.4624,75.0732,NA,NA,NA,81.3696666666667,71.1401,NA,76.2548833333333,38.2816222222222,31,62
"108",9,30,"2","36","4","1","only 2 inflor","6/29/2022","7/06/2022",NA,0,2,10,2.52,1.7,7.01,4.26,7.89,7.27,0,2.98,1.69,7.84,3.85,7.63,7.58,0,2.57,1.94,5.69,4.49,6.66,6.4,1,51,2.56,1.74,7.05,4.08,7.96,7.52,0,2.33,1.67,6.03,4.17,6.61,7.08,1,3.62,1.69,8.24,3.56,7.8,7.93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",4.284,5.0362,4.9858,4.4544,3.8911,6.1178,NA,NA,NA,4.76866666666667,4.8211,NA,4.79488333333333,29.8626,30.184,25.5481,28.764,25.1451,29.3344,NA,NA,NA,28.5315666666667,27.7478333333333,NA,28.1397,57.3603,57.8354,42.624,59.8592,46.7988,61.854,NA,NA,NA,52.6065666666667,56.1706666666667,NA,54.3886166666667,29.1077333333333,30.5,61
"109",9,32,"2","15","3","1","1st inflor only 1 flower left ","7/08/2022","7/11/2022",NA,0,4,4,2.83,2.23,7.22,3.54,6.12,6.45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2.74,2.39,7,3.68,7.82,7.39,0,2.85,2.36,7.12,3.89,7.48,7.61,0,2.98,2.17,7.28,3.67,7.94,7.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.3109,NA,NA,6.5486,6.726,6.4666,NA,NA,NA,6.3109,6.5804,NA,6.44565,25.5588,NA,NA,25.76,27.6968,26.7176,NA,NA,NA,25.5588,26.7248,NA,26.1418,39.474,NA,NA,57.7898,56.9228,62.1702,NA,NA,NA,39.474,58.9609333333333,NA,49.2174666666667,27.2683055555556,6,12
"110",9,40,"2","62","5","5",NA,"7/04/2022","7/13/2022","7/29/2022",9,4,51,2.58,2.11,8.46,4.42,6.91,7.22,0,2.65,2.03,8.56,4.17,7.16,7.11,0,2.84,2.03,8.51,4.17,7.13,7.51,1,24,2.54,2.22,7.27,4.18,7.77,7.82,0,2.63,2.18,7.51,3.61,7.48,7.36,1,2.78,2.04,7.44,3.61,7.84,7.63,0,24,2.94,2.04,7.07,4.57,8.79,8.44,0,2.86,1.97,7.16,4.52,8.43,8.52,1,2.9,1.84,7.48,3.68,8.47,8.32,0,"1",5.4438,5.3795,5.7652,5.6388,5.7334,5.6712,5.9976,5.6342,5.336,5.5295,5.68113333333333,5.65593333333333,5.62218888888889,37.3932,35.6952,35.4867,30.3886,27.1111,26.8584,32.3099,32.3632,27.5264,36.1917,28.1193666666667,30.7331666666667,31.6814111111111,49.8902,50.9076,53.5463,60.7614,55.0528,59.8192,74.1876,71.8236,70.4704,51.4480333333333,58.5444666666667,72.1605333333333,60.7176777777778,32.6737592592593,33,99
"111",9,45,"2","72","3","4","only 1 inflor ","08/04/2022","8/04/2022",NA,0,1,9,3.23,2.08,7.79,4.86,8.63,8.4,2,3.35,2.11,7.48,4.51,8.96,8.77,0,3.27,2.01,7.84,4.52,8.66,8.49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.7184,7.0685,6.5727,NA,NA,NA,NA,NA,NA,6.78653333333333,NA,NA,6.78653333333333,37.8594,33.7348,35.4368,NA,NA,NA,NA,NA,NA,35.677,NA,NA,35.677,72.492,78.5792,73.5234,NA,NA,NA,NA,NA,NA,74.8648666666667,NA,NA,74.8648666666667,39.1094666666667,9,9
"112",10,1,"1","14","4","5",NA,"7/04/2022","7/08/2022",NA,0,3,10,3.04,2.12,7.23,3.63,8.3,8.81,0,3.15,2.16,7.36,3.58,8.26,8.47,1,3.28,2.41,7.85,3.54,8.69,8.46,0,22,2.27,2.08,6.18,3.61,6.94,6.7,1,2.52,2.16,6.21,3.58,7.16,6.84,0,2.18,2.03,6.51,3.57,7.4,7.23,0,5,2.84,2.27,6.75,3.74,7.98,7.56,0,2.95,2.18,7.13,3.52,7.85,8.11,0,2.94,2.18,6.89,3.62,8.05,7.66,1,"1",6.4448,6.804,7.9048,4.7216,5.4432,4.4254,6.4468,6.431,6.4092,7.0512,4.8634,6.429,6.11453333333333,26.2449,26.3488,27.789,22.3098,22.2318,23.2407,25.245,25.0976,24.9418,26.7942333333333,22.5941,25.0948,24.8277111111111,73.123,69.9622,73.5174,46.498,48.9744,53.502,60.3288,63.6635,61.663,72.2008666666667,49.6581333333333,61.8851,61.2480333333333,30.7300925925926,12.3333333333333,37
"113",10,2,"1","62","4","5",NA,"7/18/2022","7/22/2022","08/08/2022",11,6,14,2.92,2.24,8.29,3.51,8.04,7.91,0,3.12,2.15,8.16,3.61,8.16,8.04,1,3.25,2.17,8.57,3.48,8.84,8.57,0,33,3.12,2.07,8.44,3.96,8.97,8.64,5,3.21,2.15,8.77,3.54,8.59,8.45,2,3.33,2.17,8.43,3.74,8.31,8.15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.5408,6.708,7.0525,6.4584,6.9015,7.2261,NA,NA,NA,6.7671,6.862,NA,6.81455,29.0979,29.4576,29.8236,33.4224,31.0458,31.5282,NA,NA,NA,29.4597,31.9988,NA,30.72925,63.5964,65.6064,75.7588,77.5008,72.5855,67.7265,NA,NA,NA,68.3205333333333,72.6042666666667,NA,70.4624,36.0020666666667,23.5,47
"114",10,4,"1","56","4","1","only 1 inflor, too eaten to measure ","7/29/2022","7/29/2022",NA,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10
"115",10,12,"1","72","4","4","only 2 inflor ","7/04/2022","7/06/2022",NA,0,2,6,3.99,2.02,5.72,3.48,8.37,8.16,0,4.15,2.27,6.25,3.41,8.69,8.47,1,4.23,2.17,6.66,3.18,8.24,8.21,0,1,3.16,2.15,6.11,4.16,8.63,8.21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",8.0598,9.4205,9.1791,6.794,NA,NA,NA,NA,NA,8.88646666666667,6.794,NA,7.84023333333333,19.9056,21.3125,21.1788,25.4176,NA,NA,NA,NA,NA,20.7989666666667,25.4176,NA,23.1082833333333,68.2992,73.6043,67.6504,70.8523,NA,NA,NA,NA,NA,69.8513,70.8523,NA,70.3518,33.7667722222222,3.5,7
"116",10,15,"1","61","3","3",NA,"7/11/2022","7/18/2022","08/04/2022",20,6,37,3.48,2.09,7.84,3.8,8.56,8.23,0,3.51,2.19,7.86,3.52,8.57,8.94,0,3.67,2.18,7.59,3.56,8.69,8.37,1,58,3.12,2.07,7.85,3.49,8.77,8.46,0,3.36,2.18,7.49,3.68,8.95,8.46,1,3.51,2.16,7.88,3.54,8.96,8.37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",7.2732,7.6869,8.0006,6.4584,7.3248,7.5816,NA,NA,NA,7.65356666666667,7.1216,NA,7.38758333333333,29.792,27.6672,27.0204,27.3965,27.5632,27.8952,NA,NA,NA,28.1598666666667,27.6183,NA,27.8890833333333,70.4488,76.6158,72.7353,74.1942,75.717,74.9952,NA,NA,NA,73.2666333333333,74.9688,NA,74.1177166666667,36.4647944444444,47.5,95
"117",10,16,"1","23","1","4","only 1 inflor, too eaten ","7/08/2022","7/08/2022",NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"118",10,22,"1","46","1","1","only 2 inflor","7/06/2022","7/08/2022","08/02/2022",2,2,56,4.24,2.06,8.21,4.08,10.56,10.21,0,4.36,2.15,6.23,3.18,10.25,10.08,1,4.15,2.36,7.61,4.02,10.03,10.45,2,41,4.45,1.85,7.67,3.82,10.48,10.27,1,4.56,2.13,7.84,3.89,10.11,9.84,0,4.69,2.36,7.99,4.02,9.84,9.69,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",8.7344,9.374,9.794,8.2325,9.7128,11.0684,NA,NA,NA,9.3008,9.67123333333333,NA,9.48601666666667,33.4968,19.8114,30.5922,29.2994,30.4976,32.1198,NA,NA,NA,27.9668,30.6389333333333,NA,29.3028666666667,107.8176,103.32,104.8135,107.6296,99.4824,95.3496,NA,NA,NA,105.317033333333,100.820533333333,NA,103.068783333333,47.2858888888889,48.5,97
"119",10,23,"1","31","3","3",NA,"7/20/2022","7/25/2022",NA,0,NA,9,3.46,2.21,8.24,3.69,8.66,8.96,1,3.59,2.38,8.16,3.57,8.99,8.57,0,3.57,2.13,8.11,3.57,8.98,8.47,0,18,3.11,2.14,8.01,3.82,8.31,8.24,1,3.07,2.26,7.88,3.24,8.66,8.47,1,3.35,2.5,8.17,3.54,8.61,8.55,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",7.6466,8.5442,7.6041,6.6554,6.9382,8.375,NA,NA,NA,7.93163333333333,7.32286666666667,NA,7.62725,30.4056,29.1312,28.9527,30.5982,25.5312,28.9218,NA,NA,NA,29.4965,28.3504,NA,28.92345,77.5936,77.0443,76.0606,68.4744,73.3502,73.6155,NA,NA,NA,76.8995,71.8133666666667,NA,74.3564333333333,36.9690444444444,13,39
"120",11,3,"1","11","1","3",NA,"7/08/2022","7/20/2022","08/04/2022",9,7,18,3.24,2.02,7.58,4.34,9.27,9.01,4,3.28,2.05,7.8,4.31,10.27,9.69,0,3.68,2.15,9.68,4.18,9.32,10.08,2,7,2.51,1.96,9.06,4.27,6.93,6.85,0,2.68,2.14,8.63,4.42,7.15,7.08,2,2.84,2.06,7.96,4.14,7.18,7.03,0,21,3.77,2.1,8.36,4.58,9.74,9.71,2,3.5,2.16,8.39,3.96,8.35,8.47,0,4.01,2.31,8.01,4.06,8.96,8.63,1,"1",6.5448,6.724,7.912,4.9196,5.7352,5.8504,7.917,7.56,9.2631,7.06026666666667,5.50173333333333,8.2467,6.93623333333333,32.8972,33.618,40.4624,38.6862,38.1446,32.9544,38.2888,33.2244,32.5206,35.6592,36.5950666666667,34.6779333333333,35.6440666666667,83.5227,99.5163,93.9456,47.4705,50.622,50.4754,94.5754,70.7245,77.3248,92.3282,49.5226333333333,80.8749,74.2419111111111,38.940737037037,15.3333333333333,46
"121",11,26,"4","67","1","3",NA,"7/22/2022","7/27/2022","8/17/2022",6,3,32,2.98,1.91,7.61,4.29,9.47,8.93,3,3.05,2.01,7.84,4.16,9.69,9.57,1,3.17,1.87,7.55,4.17,9.88,9.63,1,33,2.95,2.18,7.97,4.5,9.02,8.73,0,2.86,2.13,7.54,4.12,8.58,9.04,1,2.89,2.11,7.36,3.94,8.69,8.51,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5.6918,6.1305,5.9279,6.431,6.0918,6.0979,NA,NA,NA,5.91673333333333,6.2069,NA,6.06181666666667,32.6469,32.6144,31.4835,35.865,31.0648,28.9984,NA,NA,NA,32.2482666666667,31.9760666666667,NA,32.1121666666667,84.5671,92.7333,95.1444,78.7446,77.5632,73.9519,NA,NA,NA,90.8149333333333,76.7532333333333,NA,83.7840833333333,40.6526888888889,31.3333333333333,94
"122",11,27,"4","42","2","4",NA,"7/06/2022","7/13/2022","08/04/2022",3,3,62,3.35,1.87,8.57,4.3,8.95,8.98,1,3.65,1.98,8.65,4.12,9.36,8.75,0,3.52,1.76,8.54,3.69,9.14,8.75,1,42,3.8,1.56,8.04,3.42,9.91,9.3,0,3.74,1.63,7.88,3.16,8.91,8.84,2,3.76,1.69,7.96,3.88,9.11,8.95,0,46,3.02,1.8,6.21,3.45,7.29,7.25,0,3.18,1.78,6.68,3.41,7.84,8.1,1,3.52,1.84,6.38,3.27,7.65,7.41,0,"1",6.2645,7.227,6.1952,5.928,6.0962,6.3544,5.436,5.6604,6.4768,6.56223333333333,6.1262,5.85773333333333,6.18205555555556,36.851,35.638,31.5126,27.4968,24.9008,30.8848,21.4245,22.7788,20.8626,34.6672,27.7608,21.6886333333333,28.0388777777778,80.371,81.9,79.975,92.163,78.7644,81.5345,52.8525,63.504,56.6865,80.7486666666667,84.1539666666667,57.681,74.1945444444444,36.1384925925926,50,150
"123",11,28,"4","12","2","1",NA,"7/29/2022","8/04/2022",NA,0,3,27,3.01,2.15,6.75,4.01,8.99,8.76,1,3.12,2.05,6.51,3.69,9.06,8.77,1,3.25,2.07,6.69,3.51,8.96,8.57,0,7,3.13,2.47,6.66,3.84,9.09,8.79,2,3.28,2.57,6.89,3.61,9.58,9.26,0,3.38,2.17,6.94,3.51,9.3,9.17,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.4715,6.396,6.7275,7.7311,8.4296,7.3346,NA,NA,NA,6.53166666666667,7.83176666666667,NA,7.18171666666667,27.0675,24.0219,23.4819,25.5744,24.8729,24.3594,NA,NA,NA,24.8571,24.9355666666667,NA,24.8963333333333,78.7524,79.4562,76.7872,79.9011,88.7108,85.281,NA,NA,NA,78.3319333333333,84.6309666666667,NA,81.48145,37.8531666666667,14,42
"124",11,35,"4","40","3","2",NA,"7/13/2022","7/20/2022","08/08/2022",9,6,18,2.87,2.19,6.53,3.42,8.1,7.84,2,3.02,2.16,6.47,3.26,8.16,8.27,0,2.93,2.06,6.89,3.53,8.23,8.01,2,25,2.33,2.15,6.67,3.78,6.46,6.4,0,2.34,2.08,6.59,3.47,6.59,6.99,1,2.32,2.04,6.57,3.49,6.99,7.13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.2853,6.5232,6.0358,5.0095,4.8672,4.7328,NA,NA,NA,6.28143333333333,4.86983333333333,NA,5.57563333333333,22.3326,21.0922,24.3217,25.2126,22.8673,22.9293,NA,NA,NA,22.5821666666667,23.6697333333333,NA,23.12595,63.504,67.4832,65.9223,41.344,46.0641,49.8387,NA,NA,NA,65.6365,45.7489333333333,NA,55.6927166666667,28.1314333333333,21.5,43
"125",11,36,"4","68","5","4",NA,"7/22/2022","7/29/2022","08/12/2022",14,4,41,2.97,2.03,7.01,3.9,7.55,7.56,1,3.06,2.16,6.98,3.64,7.78,7.69,2,3.16,2.07,7.26,3.74,7.63,7.51,1,43,3.01,1.99,7.47,3.86,7.23,6.94,0,3.25,2.08,7.18,3.54,7.69,7.25,0,3.11,1.87,7.16,3.55,7.86,7.5,1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.0291,6.6096,6.5412,5.9899,6.76,5.8157,NA,NA,NA,6.3933,6.18853333333333,NA,6.29091666666667,27.339,25.4072,27.1524,28.8342,25.4172,25.418,NA,NA,NA,26.6328666666667,26.5564666666667,NA,26.5946666666667,57.078,59.8282,57.3013,50.1762,55.7525,58.95,NA,NA,NA,58.0691666666667,54.9595666666667,NA,56.5143666666667,29.7999833333333,43.6666666666667,131
