Row,Column,Block,Population,Family,Replicate,Date,Surveyor,Comment,Scar_length_mm,Height_cm_ram1,Height_cm_ram2,Height_cm_ram3,Height_cm_ram4,Height_cm_ram5,Height_cm_ram6,Height_cm_ram7,Height_cm_ram8,Height_cm_ram9,Height_cm_ram10,Height_cm_ram11,Height_cm_ram12,Height_cm_ram13,Height_cm_ram14,Height_cm_ram15,Height_cm_ram16
11,3,1,11,1,3,6/30/2021,Sophie,,299,11.5,12,15,43.3,42.7,42.2,25,39.6,,,,,,,,
11,4,1,11,3,2,6/30/2021,Sophie,,109.4,28,6.6,24.3,,,,,,,,,,,,,
11,5,1,18,3,1,6/30/2021,Sophie,,129.7,14.6,16.6,9,4.3,17.1,,,,,,,,,,,
11,6,1,29,4,1,6/30/2021,Sophie,,0,0,,,,,,,,,,,,,,,
11,7,1,35,5,3,6/30/2021,Sophie,,48.6,4,12.3,21.1,,,,,,,,,,,,,
11,8,1,64,1,4,6/30/2021,Sophie,,38.9,11.3,6.5,21.9,23.3,7.8,5,10.5,,,,,,,,,
11,9,1,2,1,2,6/30/2021,Sophie,,239.1,36.4,26,10.2,7.6,37.2,41.2,,,,,,,,,,
11,10,1,64,5,1,6/30/2021,Sophie,,89.8,16.5,17.5,26.2,28,22.1,6.3,10.5,,,,,,,,,
11,11,1,36,1,2,6/30/2021,Sophie,,72.5,5,8.4,10.5,9.6,7.6,6.6,8.1,12.9,19.7,,,,,,,
11,12,1,67,5,5,6/30/2021,Sophie,,5.5,10.3,10.9,15.1,10,10.9,13.3,2,7.3,5,,,,,,,
11,13,1,61,1,5,6/30/2021,Sophie,,81.6,31,10.1,6.5,7.2,,,,,,,,,,,,
11,14,1,74,2,2,6/30/2021,Sophie,,31.4,26.8,33.3,,,,,,,,,,,,,,
11,15,1,68,2,5,6/30/2021,Sophie,,0,3.2,7.5,4,3.3,,,,,,,,,,,,
11,16,1,29,2,2,6/30/2021,Sophie,,0,0,,,,,,,,,,,,,,,
11,17,1,40,5,1,6/30/2021,Sophie,,40.6,24.4,20,21,19,5.1,,,,,,,,,,,
11,18,1,1,2,4,6/30/2021,Sophie,,13.6,5.6,,,,,,,,,,,,,,,
11,19,1,74,1,5,6/30/2021,Sophie,,0,8.4,8,,,,,,,,,,,,,,
11,20,1,2,4,5,6/30/2021,Sophie,,97.9,15.6,19,24.2,39.3,,,,,,,,,,,,
11,21,1,4,2,4,6/30/2021,Sophie,,11.4,10,20.5,,,,,,,,,,,,,,
11,22,1,9,1,2,6/30/2021,Sophie,,58.1,10,16.1,,,,,,,,,,,,,,
11,23,1,39,5,1,6/30/2021,Sophie,,92,42.8,44.7,43.5,,,,,,,,,,,,,
11,24,4,57,2,1,6/30/2021,Sophie,,16.3,8,9.1,5.1,,,,,,,,,,,,,
11,25,4,17,4,1,6/30/2021,Sophie,,0,0,,,,,,,,,,,,,,,
11,26,4,67,1,3,6/30/2021,Sophie,,150.4,35,41.2,36.6,39.5,,,,,,,,,,,,
11,27,4,42,2,4,6/30/2021,Sophie,,20.2,8.2,9.5,,,,,,,,,,,,,,
11,28,4,12,2,1,6/30/2021,Sophie,,201.5,26.5,31,17.9,23,31.5,28.5,1.3,11.3,6,,,,,,,
11,29,4,30,2,1,6/30/2021,Sophie,,0,23.3,18.2,,,,,,,,,,,,,,
11,30,4,4,4,1,6/30/2021,Sophie,,77.1,10.4,13.4,25.1,,,,,,,,,,,,,
11,31,4,17,4,5,6/30/2021,Sophie,,25.1,21.9,14.2,9.8,,,,,,,,,,,,,
11,32,4,35,4,3,6/30/2021,Sophie,,36.5,4.6,15.5,1.3,4.7,,,,,,,,,,,,
11,33,4,68,5,5,6/30/2021,Sophie,,77.2,23.5,29.2,,,,,,,,,,,,,,
11,34,4,67,1,2,6/30/2021,Sophie,,16.9,5.5,10.3,18.4,,,,,,,,,,,,,
11,35,4,40,3,2,6/30/2021,Sophie,,168.4,32,15.8,7,39.2,44.5,37,,,,,,,,,,
11,36,4,68,5,4,6/30/2021,Sophie,,34.4,31.3,23.5,17.1,21.2,,,,,,,,,,,,
11,37,4,4,2,1,6/30/2021,Sophie,,0,0,,,,,,,,,,,,,,,
11,38,4,28,1,2,6/30/2021,Sophie,,0,0,,,,,,,,,,,,,,,
11,39,4,26,1,4,6/30/2021,Sophie,,17.2,52.2,51,16,10.3,,,,,,,,,,,,
11,40,4,6,3,4,6/30/2021,Sophie,,0,5.1,4.6,5,10,,,,,,,,,,,,
11,41,4,16,1,1,6/30/2021,Sophie,,0,8.3,,,,,,,,,,,,,,,
11,42,4,42,1,4,6/30/2021,Sophie,,0,0,,,,,,,,,,,,,,,
11,43,4,41,1,4,6/30/2021,Sophie,,0,8.3,,,,,,,,,,,,,,,
11,44,4,21,3,3,6/30/2021,Sophie,,0,21.6,,,,,,,,,,,,,,,
11,45,4,35,3,3,6/30/2021,Sophie,,0,10.3,21.5,15.2,,,,,,,,,,,,,
11,46,4,31,1,5,6/30/2021,Sophie,,390.7,14.6,24.2,13.8,14,45.2,8.6,,,,,,,,,,
12,1,3,7,1,1,6/30/2021,Kavya,,157,47,5.7,,,,,,,,,,,,,,
12,2,3,1,3,2,6/30/2021,Kavya,,71.3,18.5,25.5,19,15,20.5,10.5,8.8,,,,,,,,,
12,3,3,47,4,3,6/30/2021,Kavya,,0,4.7,,,,,,,,,,,,,,,
12,4,3,61,1,3,6/30/2021,Kavya,,222,34,39,33,25.5,21,13.2,,,,,,,,,,
12,5,3,46,1,2,6/30/2021,Kavya,,147,32.5,26,11,,,,,,,,,,,,,
12,6,3,79,2,2,6/30/2021,Kavya,,0,10,5.5,6.5,,,,,,,,,,,,,
12,7,3,9,1,4,6/30/2021,Kavya,,0,27.8,22,30,,,,,,,,,,,,,
12,8,3,32,1,1,6/30/2021,Kavya,,140.4,47,41,43,38,39,7,,,,,,,,,,
12,9,3,7,2,4,6/30/2021,Kavya,,0,0,23.6,10,2.5,,,,,,,,,,,,
12,10,3,72,5,4,6/30/2021,Kavya,,26.1,23.6,10,2.5,,,,,,,,,,,,,
12,11,3,47,1,4,6/30/2021,Kavya,,43,19.5,13.5,17,20,25,18,13,10,23,,,,,,,
12,12,3,62,2,2,6/30/2021,Kavya,,8.1,14.5,17.2,20.5,,,,,,,,,,,,,
12,13,3,46,3,2,6/30/2021,Kavya,,0,0,,,,,,,,,,,,,,,
12,14,3,41,2,3,6/30/2021,Kavya,,67.1,28,24.5,28.8,,,,,,,,,,,,,
12,15,3,67,4,1,6/30/2021,Kavya,,20,17,11.5,,,,,,,,,,,,,,
12,16,3,67,4,2,6/30/2021,Kavya,,20.2,31,15,13,,,,,,,,,,,,,
12,17,3,8,1,2,6/30/2021,Kavya,,114.1,28.5,14.5,8.2,9,9.2,42,,,,,,,,,,
12,18,3,36,5,2,6/30/2021,Kavya,,0,0,,,,,,,,,,,,,,,
12,19,3,57,5,5,6/30/2021,Kavya,,137.1,13,11,26,28,30,32,27.5,36,,,,,,,,
12,20,3,68,2,3,6/30/2021,Kavya,,107,33,8.5,,,,,,,,,,,,,,
12,21,3,23,1,1,6/30/2021,Kavya,,117.7,26.5,7.9,,,,,,,,,,,,,,
12,22,1,21,4,3,6/30/2021,Kavya,,81.7,39.5,23.7,42,,,,,,,,,,,,,
12,23,1,6,1,1,6/30/2021,Kavya,,0,27.5,25,4,10.3,15.5,,,,,,,,,,,
12,24,4,17,3,4,6/30/2021,Kavya,,14.3,30.9,31.7,,,,,,,,,,,,,,
12,25,4,57,4,4,6/30/2021,Kavya,,0,4.5,,,,,,,,,,,,,,,
12,26,4,29,5,3,6/30/2021,Kavya,,94.1,42.3,27.8,,,,,,,,,,,,,,
12,27,4,6,1,2,6/30/2021,Kavya,,42.4,15,44,32.5,12.5,,,,,,,,,,,,
12,28,4,17,2,3,6/30/2021,Kavya,,0,0,,,,,,,,,,,,,,,
12,29,4,41,1,3,6/30/2021,Kavya,,146.3,30.4,35,37,14,,,,,,,,,,,,
12,30,4,14,4,3,6/30/2021,Kavya,,210.5,32.5,24,15.8,,,,,,,,,,,,,
12,31,4,51,4,1,6/30/2021,Kavya,,54,33,24,20.1,18.6,,,,,,,,,,,,
12,32,4,28,4,4,6/30/2021,Kavya,,105.4,24.5,,,,,,,,,,,,,,,
12,33,4,35,5,2,6/30/2021,Kavya,,63.5,51,14.9,,,,,,,,,,,,,,
12,34,4,61,1,2,6/30/2021,Kavya,,10.3,17.5,9.8,12.5,,,,,,,,,,,,,
12,35,4,72,3,3,6/30/2021,Kavya,,10.2,10.3,10.6,8,,,,,,,,,,,,,
12,36,4,14,4,1,6/30/2021,Kavya,,0,34.8,,,,,,,,,,,,,,,
12,37,4,40,4,1,6/30/2021,Kavya,,0,10.5,8.3,,,,,,,,,,,,,,
12,38,4,57,2,5,6/30/2021,Kavya,,0,18.7,,,,,,,,,,,,,,,
12,39,4,68,1,1,6/30/2021,Kavya,,0,18,4.5,,,,,,,,,,,,,,
12,40,4,45,2,2,6/30/2021,Kavya,,0,7.8,,,,,,,,,,,,,,,
12,41,4,13,1,2,6/30/2021,Kavya,,0,0,,,,,,,,,,,,,,,
12,42,4,47,5,3,6/30/2021,Kavya,,0,7.7,7.4,,,,,,,,,,,,,,
12,43,4,19,1,5,6/30/2021,Kavya,,0,7.6,5.9,7.3,,,,,,,,,,,,,
12,44,4,64,5,2,6/30/2021,Kavya,,14.5,5.7,,,,,,,,,,,,,,,
12,45,4,21,5,5,6/30/2021,Kavya,,0,14.6,7.2,,,,,,,,,,,,,,
12,46,4,21,5,4,6/30/2021,Kavya,,30.9,22.2,26.1,15,14.7,27.8,13.8,15.3,,,,,,,,,
13,1,3,72,2,2,6/30/2021,Hayden,,125.47,16.2,26.1,19.4,,,,,,,,,,,,,
13,2,3,39,3,1,6/30/2021,Hayden,,173.79,45.8,69.2,7.6,21,22.5,,,,,,,,,,,
13,3,3,13,1,3,6/30/2021,Hayden,,66.27,22.2,19.1,16.2,,,,,,,,,,,,,
13,4,3,41,1,4,6/30/2021,Hayden,,34.8,28.8,24.8,28,17.1,,,,,,,,,,,,
13,5,3,77,2,5,6/30/2021,Hayden,,0,0,,,,,,,,,,,,,,,
13,6,3,35,5,5,6/30/2021,Hayden,,15.18,8.2,13.6,11.4,,,,,,,,,,,,,
13,7,3,20,2,2,6/30/2021,Hayden,,0,0,,,,,,,,,,,,,,,
13,8,3,42,2,5,6/30/2021,Hayden,,123.87,25.9,22.4,21.5,22.9,28.1,22.1,,,,,,,,,,
13,9,3,77,4,4,6/30/2021,Hayden,,211.55,38.8,35.9,32.1,19.6,,,,,,,,,,,,
13,10,3,49,1,1,6/30/2021,Hayden,,133.95,31.8,15.4,,,,,,,,,,,,,,
13,11,3,49,2,4,6/30/2021,Hayden,,0,5.7,2.8,,,,,,,,,,,,,,
13,12,3,13,3,3,6/30/2021,Hayden,,0,0,,,,,,,,,,,,,,,
13,13,3,17,1,2,6/30/2021,Hayden,,171.76,20.9,21.6,9.7,14.6,13.3,,,,,,,,,,,
13,14,3,61,5,3,6/30/2021,Hayden,,57.67,28.6,30.3,20.6,13.4,,,,,,,,,,,,
13,15,3,62,1,4,6/30/2021,Hayden,,44.13,14.8,3.7,8.6,10.3,6.6,,,,,,,,,,,
13,16,3,61,4,3,6/30/2021,Hayden,,48.73,17.3,10.6,20.9,24.2,,,,,,,,,,,,
13,17,3,14,1,2,6/30/2021,Hayden,,0,4.1,1.2,,,,,,,,,,,,,,
13,18,3,14,5,5,6/30/2021,Hayden,,43.42,9.4,11.1,,,,,,,,,,,,,,
13,19,3,72,3,2,6/30/2021,Hayden,,0,5.4,,,,,,,,,,,,,,,
13,20,3,20,5,5,6/30/2021,Hayden,,106.53,20.5,13.6,27.6,20.1,7.1,,,,,,,,,,,
13,21,3,19,3,1,6/30/2021,Hayden,,45.62,15.2,13.7,10.2,5.8,13.6,8.3,,,,,,,,,,
13,22,3,46,3,3,6/30/2021,Hayden,,224.46,30.6,31.2,29.2,32,,,,,,,,,,,,
13,23,3,56,4,3,6/30/2021,Hayden,,134.1,17.2,,,,,,,,,,,,,,,
13,24,3,11,2,3,6/30/2021,Hayden,,89.13,32.8,22.2,5.6,,,,,,,,,,,,,
13,25,3,62,2,4,6/30/2021,Hayden,,128.17,33.4,11.6,16.7,,,,,,,,,,,,,
13,26,4,49,1,2,6/30/2021,Hayden,,308.36,33.2,30.6,30.6,9.5,,,,,,,,,,,,
13,27,4,1,2,3,6/30/2021,Hayden,,0,3.2,,,,,,,,,,,,,,,
13,28,4,11,1,1,6/30/2021,Hayden,,69.16,37.8,18.2,,,,,,,,,,,,,,
13,29,4,12,1,2,6/30/2021,Hayden,,542.61,37.1,36.2,31,40.6,31.5,16.4,17.5,,,,,,,,,
13,30,4,7,5,1,6/30/2021,Hayden,,186.68,34.2,31.6,,,,,,,,,,,,,,
13,31,4,1,2,5,6/30/2021,Hayden,,14.65,7.1,17.4,,,,,,,,,,,,,,
13,32,4,61,3,4,6/30/2021,Hayden,,37.17,25.2,5.1,,,,,,,,,,,,,,
13,33,4,57,1,5,6/30/2021,Hayden,,0,0,,,,,,,,,,,,,,,
13,34,4,35,2,4,6/30/2021,Hayden,,93.75,23.2,10.4,10.8,6,,,,,,,,,,,,
13,35,4,6,5,3,6/30/2021,Hayden,,0,9.4,,,,,,,,,,,,,,,
13,36,4,79,4,3,6/30/2021,Hayden,,437.67,33.9,41.6,54.4,59.6,14.5,57.5,,,,,,,,,,
13,37,4,39,5,4,6/30/2021,Hayden,,11.02,31.4,,,,,,,,,,,,,,,
13,38,4,9,2,5,6/30/2021,Hayden,,4.17,94,11.6,8.1,5.2,7.7,6.4,,,,,,,,,,
13,39,4,5,1,3,6/30/2021,Hayden,,0,20.2,,,,,,,,,,,,,,,
13,40,4,56,2,2,6/30/2021,Hayden,,0,0,,,,,,,,,,,,,,,
13,41,4,12,1,3,6/30/2021,Hayden,,0,0,,,,,,,,,,,,,,,
13,42,4,19,5,5,6/30/2021,Hayden,,11.48,13.9,,,,,,,,,,,,,,,
13,43,4,1,3,1,6/30/2021,Hayden,,0,0,,,,,,,,,,,,,,,
13,44,4,27,3,2,6/30/2021,Hayden,,41.13,38.6,36.1,17.3,,,,,,,,,,,,,
13,45,4,19,5,1,6/30/2021,Hayden,,0,6.5,8.2,6.1,,,,,,,,,,,,,
13,46,4,68,1,2,6/30/2021,Hayden,,197.88,31.2,,,,,,,,,,,,,,,
14,1,3,57,2,3,6/30/2021,Sophie,,0,5,6.6,6.2,1,1,,,,,,,,,,,
14,2,3,21,4,5,6/30/2021,Sophie,,45.2,34.4,18.9,35.5,34.5,13,8.2,8.2,8.2,21.3,,,,,,,
14,3,3,21,1,3,6/30/2021,Sophie,,198.64,6,9,10.6,24.9,29,31.2,29.3,30.1,10,7.2,,,,,,
14,4,3,11,1,4,6/30/2021,Sophie,,0,0,,,,,,,,,,,,,,,
14,5,3,41,2,1,6/30/2021,Sophie,,5,20.2,23.8,,,,,,,,,,,,,,
14,6,3,4,1,5,6/30/2021,Sophie,,138.6,33,35.5,35.8,,,,,,,,,,,,,
14,7,3,21,1,4,6/30/2021,Sophie,,133.1,43,45.6,41.3,48,51.3,,,,,,,,,,,
14,8,3,7,1,5,6/30/2021,Sophie,,0,23,7,7.1,9.3,13.8,,,,,,,,,,,
14,9,3,19,3,4,6/30/2021,Sophie,,31.7,2,11.5,20.5,8.2,12,,,,,,,,,,,
14,10,3,57,3,1,6/30/2021,Sophie,,34.6,25.5,6,7.5,11,1.9,2.9,8.3,14.8,15.1,1,,,,,,
14,11,3,74,2,4,6/30/2021,Sophie,,50.6,7,24.2,4,21.5,,,,,,,,,,,,
14,12,3,35,3,1,6/30/2021,Sophie,,83.8,31.3,,,,,,,,,,,,,,,
14,13,3,29,2,1,6/30/2021,Sophie,,0,10.2,10.1,4.6,,,,,,,,,,,,,
14,14,3,13,2,4,6/30/2021,Sophie,,116.6,27.9,35,15.6,6.9,25.1,11.2,,,,,,,,,,
14,15,3,77,5,4,6/30/2021,Sophie,,7.5,9.3,,,,,,,,,,,,,,,
14,16,3,35,2,5,6/30/2021,Sophie,,81.6,24.6,28.4,,,,,,,,,,,,,,
14,17,3,47,3,2,6/30/2021,Sophie,,111,9.6,13.3,28.8,,,,,,,,,,,,,
14,18,3,62,4,3,6/30/2021,Sophie,,474.5,15.9,15.6,28,26.6,30.8,45.6,36,35.5,,,,,,,,
14,19,3,30,4,2,6/30/2021,Sophie,,33.5,11.3,,,,,,,,,,,,,,,
14,20,3,31,4,3,6/30/2021,Sophie,,133.2,26.2,8.3,28.3,,,,,,,,,,,,,
14,21,3,46,4,2,6/30/2021,Sophie,,26.4,46,14.2,,,,,,,,,,,,,,
14,22,3,49,3,3,6/30/2021,Sophie,,74.1,36,16.3,37.1,9.6,,,,,,,,,,,,
14,23,3,49,4,1,6/30/2021,Sophie,,38.9,7,7.4,16.5,,,,,,,,,,,,,
14,24,3,31,4,4,6/30/2021,Sophie,,15.5,11,4,4.3,6.2,,,,,,,,,,,,
14,25,3,40,4,2,6/30/2021,Sophie,,121,19.2,26.4,23.8,25.1,,,,,,,,,,,,
14,26,4,13,2,5,6/30/2021,Sophie,,33.6,13,6.2,7,22,19.3,12.8,,,,,,,,,,
14,27,4,6,5,2,6/30/2021,Sophie,,260.6,19,26.2,36.6,6,35.7,43.9,33.3,28.5,27.2,24.4,,,,,,
14,28,4,46,5,2,6/30/2021,Sophie,,83.8,8.2,4.3,28.8,8.5,4.3,28.5,,,,,,,,,,
14,29,4,19,1,2,6/30/2021,Sophie,,174.8,33.1,28.4,30.2,30,37.4,42.1,,,,,,,,,,
14,30,4,47,2,1,6/30/2021,Sophie,,165.8,12.6,5,8.4,9.7,26.5,26.6,,,,,,,,,,
14,31,4,2,1,3,6/30/2021,Sophie,,37.5,41,,,,,,,,,,,,,,,
14,32,4,12,2,3,6/30/2021,Sophie,,208.9,9.8,6,3.4,17,13.9,28.3,36.6,,,,,,,,,
14,33,4,13,3,5,6/30/2021,Sophie,,0,0,,,,,,,,,,,,,,,
14,34,4,5,4,3,6/30/2021,Sophie,,9.9,23.3,14.2,10.4,,,,,,,,,,,,,
14,35,4,79,2,4,6/30/2021,Sophie,,0,0,,,,,,,,,,,,,,,
14,36,4,41,2,2,6/30/2021,Sophie,,37.9,23.5,,,,,,,,,,,,,,,
14,37,4,35,4,2,6/30/2021,Sophie,,0,11.7,16,6.2,11,,,,,,,,,,,,
14,38,4,17,1,5,6/30/2021,Sophie,,73.6,44.3,46,,,,,,,,,,,,,,
14,39,4,13,2,1,6/30/2021,Sophie,,4.7,42.4,37.6,6.6,,,,,,,,,,,,,
14,40,4,12,4,2,6/30/2021,Sophie,,0,0,,,,,,,,,,,,,,,
14,41,4,19,2,4,6/30/2021,Sophie,,0,16.4,16.3,5.4,,,,,,,,,,,,,
14,42,4,39,1,5,6/30/2021,Sophie,,0,6.1,7.5,,,,,,,,,,,,,,
14,43,4,41,1,2,6/30/2021,Sophie,,107.8,20.1,20.5,31.4,28.4,,,,,,,,,,,,
14,44,4,20,2,1,6/30/2021,Sophie,,0,0,,,,,,,,,,,,,,,
14,45,4,5,1,5,6/30/2021,Sophie,,9.9,6.1,11.8,3.6,,,,,,,,,,,,,
14,46,4,35,5,1,6/30/2021,Sophie,,0,8.3,11,13.3,,,,,,,,,,,,,
15,1,3,4,5,4,6/30/2021,Hayden,,130.82,32.5,19.1,,,,,,,,,,,,,,
15,2,3,29,3,4,6/30/2021,Hayden,,0,0,,,,,,,,,,,,,,,
15,3,3,41,1,3,6/30/2021,Hayden,,70.09,21.8,25.8,19.9,,,,,,,,,,,,,
15,4,3,27,4,2,6/30/2021,Hayden,,131.32,10.2,12.7,4.6,10.6,7.2,24.3,13.2,9.4,4.1,14.6,,,,,,
15,5,3,46,4,3,6/30/2021,Hayden,,57,18.4,16.3,5.8,,,,,,,,,,,,,
15,6,3,31,2,3,6/30/2021,Hayden,,104.1,26,9.4,,,,,,,,,,,,,,
15,7,3,17,4,3,6/30/2021,Hayden,,38.7,23.1,,,,,,,,,,,,,,,
15,8,3,57,2,4,6/30/2021,Hayden,,200.18,18.2,29.3,,,,,,,,,,,,,,
15,9,3,18,3,3,6/30/2021,Hayden,,116.63,10.6,32.4,3.2,14.4,,,,,,,,,,,,
15,10,3,8,3,2,6/30/2021,Hayden,,39.29,10.4,14.7,15.9,,,,,,,,,,,,,
15,11,3,68,2,2,6/30/2021,Hayden,,134.35,12.6,24.9,24.6,,,,,,,,,,,,,
15,12,3,68,4,2,6/30/2021,Hayden,,166.74,14.4,6.2,7.6,18.8,27.8,,,,,,,,,,,
15,13,3,27,3,4,6/30/2021,Hayden,,301.69,16.9,37.1,27.4,30.9,23.6,30.8,,,,,,,,,,
15,14,3,17,3,3,6/30/2021,Hayden,,228.04,39.9,26.1,28.9,29.4,15.1,,,,,,,,,,,
15,15,3,14,3,3,6/30/2021,Hayden,,106.01,13.9,23.2,27,,,,,,,,,,,,,
15,16,3,1,5,5,6/30/2021,Hayden,,117.27,214,25.5,6.6,,,,,,,,,,,,,
15,17,3,57,3,4,6/30/2021,Hayden,,0,8.5,,,,,,,,,,,,,,,
15,18,3,21,2,1,6/30/2021,Hayden,,68.9,19.2,9.4,20.4,9.8,,,,,,,,,,,,
15,19,3,20,3,4,6/30/2021,Hayden,,0,0,,,,,,,,,,,,,,,
15,20,3,27,3,1,6/30/2021,Hayden,,0,0,,,,,,,,,,,,,,,
15,21,3,67,2,4,6/30/2021,Hayden,,15.45,10.2,10.4,11.5,,,,,,,,,,,,,
15,22,3,7,4,1,6/30/2021,Hayden,,64.11,2.11,9.1,6.8,,,,,,,,,,,,,
15,23,3,27,5,4,6/30/2021,Hayden,,128.21,37.9,20.2,,,,,,,,,,,,,,
15,24,3,68,3,1,6/30/2021,Hayden,,117.62,29.1,23.8,26.8,19.5,21.6,,,,,,,,,,,
15,25,3,74,1,2,6/30/2021,Hayden,,79.73,29.6,13.4,23.4,,,,,,,,,,,,,
15,26,4,29,3,1,6/30/2021,Hayden,,9.43,13.1,5.9,,,,,,,,,,,,,,
15,27,4,29,2,4,6/30/2021,Hayden,,0,0,,,,,,,,,,,,,,,
15,28,4,15,3,3,6/30/2021,Hayden,,91.25,13.2,15,16.8,,,,,,,,,,,,,
15,29,4,14,2,5,6/30/2021,Hayden,,53.33,22,12.1,,,,,,,,,,,,,,
15,30,4,31,3,5,6/30/2021,Hayden,,118.02,26.6,10.9,8.2,14.9,,,,,,,,,,,,
15,31,4,69,1,1,6/30/2021,Hayden,,48.27,23.1,,,,,,,,,,,,,,,
15,32,4,77,2,3,6/30/2021,Hayden,,0,0,,,,,,,,,,,,,,,
15,33,4,4,5,1,6/30/2021,Hayden,,114.39,18.4,17.5,,,,,,,,,,,,,,
15,34,4,11,3,4,6/30/2021,Hayden,,0,0,,,,,,,,,,,,,,,
15,35,4,57,4,1,6/30/2021,Hayden,,44.55,8.4,6.1,7.6,14.4,,,,,,,,,,,,
15,36,4,72,4,2,6/30/2021,Hayden,,0,2.9,,,,,,,,,,,,,,,
15,37,4,5,1,1,6/30/2021,Hayden,,225.19,43,34.9,37.7,5.6,17.2,52.5,22.9,65,8.2,4.7,,,,,,
15,38,4,56,4,5,6/30/2021,Hayden,,279.47,37,36.1,,,,,,,,,,,,,,
15,39,4,40,2,5,6/30/2021,Hayden,,89.83,12.5,12.3,31.6,,,,,,,,,,,,,
15,40,4,9,1,1,6/30/2021,Hayden,,25.83,49.1,16.8,,,,,,,,,,,,,,
15,41,4,40,3,3,6/30/2021,Hayden,,47.16,31.2,20.6,4.4,27.2,8.6,,,,,,,,,,,
15,42,4,3,3,4,6/30/2021,Hayden,,0,10.6,3.4,,,,,,,,,,,,,,
15,43,4,20,5,2,6/30/2021,Hayden,,213.85,32.1,32.4,39,3.4,6.7,,,,,,,,,,,
15,44,4,3,2,1,6/30/2021,Hayden,,13.19,20.2,,,,,,,,,,,,,,,
15,45,4,41,4,5,6/30/2021,Hayden,,36.48,17.8,16.6,,,,,,,,,,,,,,
15,46,4,18,4,5,6/30/2021,Hayden,,0,0,,,,,,,,,,,,,,,
16,1,3,15,4,2,6/29/2021,Hayden,,16.15,19.3,11.8,12.4,4.1,,,,,,,,,,,,
16,2,3,57,4,2,6/29/2021,Hayden,,9.22,21.8,6.1,,,,,,,,,,,,,,
16,3,3,27,1,1,6/29/2021,Hayden,,0,0,,,,,,,,,,,,,,,
16,4,3,77,2,1,6/29/2021,Hayden,,218.51,40.7,27.5,35.2,21.5,24.9,46.3,,,,,,,,,,
16,5,3,29,4,4,6/29/2021,Hayden,,84.68,18.8,16.4,,,,,,,,,,,,,,
16,6,3,21,3,2,6/29/2021,Hayden,,220.32,35.3,37.6,34.8,17.2,17.1,,,,,,,,,,,
16,7,3,31,1,2,6/29/2021,Hayden,,119.37,38.1,10.2,24.9,30.6,27.1,,,,,,,,,,,
16,8,3,36,5,1,6/29/2021,Hayden,,234.71,36.7,39.6,43.2,5.1,10.9,,,,,,,,,,,
16,9,3,21,4,2,6/29/2021,Hayden,,149.36,8.4,35.9,41.6,43.5,,,,,,,,,,,,
16,10,3,15,5,3,6/29/2021,Hayden,,210.07,19.9,29.4,20.1,32.1,32.1,19.7,12.4,,,,,,,,,
16,11,3,46,4,4,6/29/2021,Hayden,,224.44,12.8,23.9,11.4,8.4,20.9,10.9,,,,,,,,,,
16,12,3,5,2,1,6/29/2021,Hayden,,57.45,7.2,11.8,10.4,6.4,5.2,10.4,8.2,18.3,,,,,,,,
16,13,3,41,1,2,6/29/2021,Hayden,,72.27,12.2,17.8,19.8,20.2,,,,,,,,,,,,
16,14,3,49,2,2,6/29/2021,Hayden,,239.8,29.9,25.6,27.4,22.8,28.2,25.9,,,,,,,,,,
16,15,3,67,5,4,6/29/2021,Hayden,,32.34,23.4,20.7,23.3,10.2,10.4,9.5,,,,,,,,,,
16,16,3,7,5,4,6/29/2021,Hayden,,78.23,6.7,17.8,8.4,9.6,,,,,,,,,,,,
16,17,3,5,4,5,6/29/2021,Hayden,,0,0,,,,,,,,,,,,,,,
16,18,3,4,5,5,6/29/2021,Hayden,,0,0,,,,,,,,,,,,,,,
16,19,3,68,5,1,6/29/2021,Hayden,,0,0,,,,,,,,,,,,,,,
16,20,3,4,2,3,6/29/2021,Hayden,,20.58,84,8.6,,,,,,,,,,,,,,
16,21,3,61,4,2,6/29/2021,Hayden,,0,15.1,17.9,7.6,6.2,,,,,,,,,,,,
16,22,3,39,4,4,6/29/2021,Hayden,,57.62,14.7,7.1,,,,,,,,,,,,,,
16,23,3,1,5,3,6/29/2021,Hayden,,95.03,5.7,12.6,8.9,3.7,3,,,,,,,,,,,
16,24,3,2,3,2,6/29/2021,Hayden,,67.23,21.1,12.2,,,,,,,,,,,,,,
16,25,3,19,1,3,6/29/2021,Hayden,,74.49,10.9,10.5,2.1,3.2,,,,,,,,,,,,
16,26,4,NO PLANT,NO PLANT,NO PLANT,6/29/2021,Hayden,,0,0,,,,,,,,,,,,,,,
16,27,4,27,1,2,6/29/2021,Hayden,,76.69,26.4,19.2,,,,,,,,,,,,,,
16,28,4,2,4,2,6/29/2021,Hayden,,124.28,34.1,33.1,34.6,35.1,,,,,,,,,,,,
16,29,4,30,2,5,6/29/2021,Hayden,,46.68,18.7,9.1,,,,,,,,,,,,,,
16,30,4,19,1,4,6/29/2021,Hayden,,235.49,30.4,36.8,33.9,,,,,,,,,,,,,
16,31,4,39,1,4,6/29/2021,Hayden,,0,0,,,,,,,,,,,,,,,
16,32,4,79,5,5,6/29/2021,Hayden,,246.57,36.5,21.2,27.6,13.6,,,,,,,,,,,,
16,33,4,18,2,5,6/29/2021,Hayden,,240.32,41.2,,,,,,,,,,,,,,,
